#Chromosome	Start	End	StrainID	UniversalID	Strand	EnsemblReferenceID	ParentID	Level	Biotype	Exons
6	45614185	45615531	PGSPRETT00000001648	PGALLT00000004258	-	PgeneID:NA	ParentID:ENSMUST00000170715	LEVEL_3	PSSD	[[45614185, 45615531]]
1	32699092	32699960	PGSPRETT00000001650	PGALLT00000004259	+	PgeneID:NA	ParentID:ENSMUST00000107425	LEVEL_3	PSSD	[[32699092, 32699960]]
19	9442291	9443253	PGSPRETT00000001651	PGALLT00000092958	-	PgeneID:NA	ParentID:ENSMUST00000113127	LEVEL_3	PSSD	[[9442291, 9443253]]
15	49901441	49902042	PGSPRETT00000001652	PGALLT00000004260	-	PgeneID:NA	ParentID:ENSMUST00000147121	LEVEL_3	PSSD	[[49901441, 49902042]]
15	84804122	84805352	PGSPRETT00000001653	PGALLT00000084845	+	PgeneID:NA	ParentID:ENSMUST00000102866	LEVEL_3	PSSD	[[84804122, 84805352]]
7	117311649	117312250	PGSPRETT00000001654	PGALLT00000101506	+	PgeneID:NA	ParentID:ENSMUST00000010348	LEVEL_3	PSSD	[[117311649, 117312250]]
8	130298195	130298897	PGSPRETT00000001655	PGALLT00000100150	+	PgeneID:NA	ParentID:ENSMUST00000072576	LEVEL_3	PSSD	[[130298195, 130298897]]
2	88644423	88645594	PGSPRETT00000001657	PGALLT00000101526	+	PgeneID:NA	ParentID:ENSMUST00000073458	LEVEL_3	PSSD	[[88644423, 88645594]]
4	118760043	118760401	PGSPRETT00000001658	PGALLT00000004261	-	PgeneID:NA	ParentID:ENSMUST00000016463	LEVEL_3	DUP	[[118760043,  118760117],  [118760211, 118760401]]
13	73415615	73416703	PGSPRETT00000001659	PGALLT00000095189	-	PgeneID:NA	ParentID:ENSMUST00000073456	LEVEL_3	PSSD	[[73415615, 73416703]]
15	77666291	77666620	PGSPRETT00000001661	PGALLT00000004262	-	PgeneID:NA	ParentID:ENSMUST00000096355	LEVEL_3	DUP	[[77666291,  77666470],  [77666549, 77666620]]
12	64526269	64527125	PGSPRETT00000001664	PGALLT00000095453	-	PgeneID:NA	ParentID:ENSMUST00000029773	LEVEL_3	PSSD	[[64526269, 64527125]]
2	133010187	133011316	PGSPRETT00000001667	PGALLT00000004266	+	PgeneID:NA	ParentID:ENSMUST00000111964	LEVEL_3	PSSD	[[133010187, 133011316]]
12	81489448	81489804	PGSPRETT00000001673	PGALLT00000080826	+	PgeneID:NA	ParentID:ENSMUST00000154490	LEVEL_3	PSSD	[[81489448, 81489804]]
4	7465718	7466166	PGSPRETT00000001676	PGALLT00000083027	+	PgeneID:NA	ParentID:ENSMUST00000171107	LEVEL_3	PSSD	[[7465718, 7466166]]
9	111806768	111807282	PGSPRETT00000001678	PGALLT00000090136	-	PgeneID:NA	ParentID:ENSMUST00000126088	LEVEL_3	PSSD	[[111806768, 111807282]]
19	32992493	32994713	PGSPRETT00000001682	PGALLT00000004267	+	PgeneID:NA	ParentID:ENSMUST00000025931	LEVEL_3	PSSD	[[32992493, 32994713]]
7	93985740	93988558	PGSPRETT00000001683	PGALLT00000090709	-	PgeneID:NA	ParentID:ENSMUST00000020980	LEVEL_3	PSSD	[[93985740, 93988558]]
4	83056919	83057807	PGSPRETT00000001684	PGALLT00000087711	+	PgeneID:NA	ParentID:ENSMUST00000039720	LEVEL_3	PSSD	[[83056919, 83057807]]
7	4153065	4153988	PGSPRETT00000001691	PGALLT00000081916	+	PgeneID:NA	ParentID:ENSMUST00000171039	LEVEL_3	PSSD	[[4153065, 4153988]]
10	93324441	93325906	PGSPRETT00000001692	PGALLT00000094866	-	PgeneID:NA	ParentID:ENSMUST00000181442	LEVEL_3	PSSD	[[93324441, 93325906]]
17	10076196	10084478	PGSPRETT00000001693	PGALLT00000004269	-	PgeneID:NA	ParentID:ENSMUST00000070059	LEVEL_3	DUP	[[10076196,  10076465],  [10082136,  10082267],  [10082812,  10082949],  [10084242, 10084478]]
6	124014384	124019782	PGSPRETT00000001695	PGALLT00000004270	-	PgeneID:NA	ParentID:ENSMUST00000100968	LEVEL_3	DUP	[[124014384,  124014548],  [124019654, 124019782]]
13	75944606	75946364	PGSPRETT00000001696	PGALLT00000100603	-	PgeneID:NA	ParentID:ENSMUST00000151390	LEVEL_3	PSSD	[[75944606, 75946364]]
X	127614146	127615225	PGSPRETT00000001697	PGALLT00000004271	+	PgeneID:NA	ParentID:ENSMUST00000164470	LEVEL_3	PSSD	[[127614146, 127615225]]
1	169405635	169406048	PGSPRETT00000001698	PGALLT00000088265	+	PgeneID:NA	ParentID:ENSMUST00000050970	LEVEL_3	PSSD	[[169405635, 169406048]]
1	176146857	176151976	PGSPRETT00000001699	PGALLT00000004272	-	PgeneID:NA	ParentID:ENSMUST00000056071	LEVEL_3	DUP	[[176146857,  176147273],  [176148581,  176148823],  [176150270,  176150425],  [176151716, 176151976]]
12	62592501	62592999	PGSPRETT00000001702	PGALLT00000004273	+	PgeneID:NA	ParentID:ENSMUST00000057216	LEVEL_3	PSSD	[[62592501, 62592999]]
8	92520121	92528507	PGSPRETT00000001703	PGALLT00000004274	-	PgeneID:NA	ParentID:ENSMUST00000034172	LEVEL_3	DUP	[[92520121,  92520168],  [92526396,  92526545],  [92528418, 92528507]]
4	15485871	15488497	PGSPRETT00000001705	PGALLT00000004275	-	PgeneID:NA	ParentID:ENSMUST00000168529	LEVEL_3	PSSD	[[15485871, 15488497]]
19	26244963	26246063	PGSPRETT00000001707	PGALLT00000094343	-	PgeneID:NA	ParentID:ENSMUST00000043415	LEVEL_3	PSSD	[[26244963, 26246063]]
1	7015740	7016176	PGSPRETT00000001712	PGALLT00000088281	+	PgeneID:NA	ParentID:ENSMUST00000081649	LEVEL_3	PSSD	[[7015740, 7016176]]
18	36884494	36898552	PGSPRETT00000001713	PGALLT00000004277	-	PgeneID:NA	ParentID:ENSMUST00000149112	LEVEL_3	PSSD	[[36884494, 36898552]]
5	43509509	43510902	PGSPRETT00000001714	PGALLT00000004278	+	PgeneID:NA	ParentID:ENSMUST00000106945	LEVEL_3	PSSD	[[43509509, 43510902]]
4	39577452	39577799	PGSPRETT00000001718	PGALLT00000004280	+	PgeneID:NA	ParentID:ENSMUST00000107988	LEVEL_3	DUP	[[39577452,  39577511],  [39577635, 39577799]]
14	456746	457426	PGSPRETT00000001719	PGALLT00000087156	+	PgeneID:NA	ParentID:ENSMUST00000000756	LEVEL_3	PSSD	[[456746, 457426]]
4	143175324	143179237	PGSPRETT00000001720	PGALLT00000101745	+	PgeneID:NA	ParentID:ENSMUST00000043359	LEVEL_3	PSSD	[[143175324, 143179237]]
15	62823483	62839659	PGSPRETT00000001722	PGALLT00000004282	-	PgeneID:NA	ParentID:ENSMUST00000185526	LEVEL_3	PSSD	[[62823483, 62839659]]
13	39005580	39006044	PGSPRETT00000001724	PGALLT00000091324	-	PgeneID:NA	ParentID:ENSMUST00000145104	LEVEL_3	PSSD	[[39005580, 39006044]]
4	85204603	85205148	PGSPRETT00000001725	PGALLT00000004283	-	PgeneID:NA	ParentID:ENSMUST00000094972	LEVEL_3	PSSD	[[85204603, 85205148]]
10	46037782	46038072	PGSPRETT00000001726	PGALLT00000091106	+	PgeneID:NA	ParentID:ENSMUST00000102844	LEVEL_3	PSSD	[[46037782, 46038072]]
12	17187308	17187715	PGSPRETT00000001728	PGALLT00000085171	+	PgeneID:NA	ParentID:ENSMUST00000118558	LEVEL_3	PSSD	[[17187308, 17187715]]
1	198771875	198772082	PGSPRETT00000001730	PGALLT00000004284	-	PgeneID:NA	ParentID:ENSMUST00000152592	LEVEL_3	PSSD	[[198771875, 198772082]]
1	176840641	176842798	PGSPRETT00000001732	PGALLT00000004285	+	PgeneID:NA	ParentID:ENSMUST00000052975	LEVEL_3	PSSD	[[176840641, 176842798]]
18	63576555	63577352	PGSPRETT00000001733	PGALLT00000088062	-	PgeneID:NA	ParentID:ENSMUST00000135573	LEVEL_3	PSSD	[[63576555, 63577352]]
10	85596615	85597770	PGSPRETT00000001734	PGALLT00000004286	+	PgeneID:NA	ParentID:ENSMUST00000171131	LEVEL_3	PSSD	[[85596615, 85597770]]
16	77068422	77070034	PGSPRETT00000001735	PGALLT00000101707	+	PgeneID:NA	ParentID:ENSMUST00000057669	LEVEL_3	PSSD	[[77068422, 77070034]]
16	90938156	90939859	PGSPRETT00000001738	PGALLT00000101740	-	PgeneID:NA	ParentID:ENSMUST00000006565	LEVEL_3	PSSD	[[90938156, 90939859]]
10	99236724	99239647	PGSPRETT00000001740	PGALLT00000089645	+	PgeneID:NA	ParentID:ENSMUST00000094934	LEVEL_3	PSSD	[[99236724, 99239647]]
5	34154065	34154496	PGSPRETT00000001741	PGALLT00000004287	-	PgeneID:NA	ParentID:ENSMUST00000143107	LEVEL_3	PSSD	[[34154065, 34154496]]
11	39346273	39348004	PGSPRETT00000001742	PGALLT00000093683	-	PgeneID:NA	ParentID:ENSMUST00000203629	LEVEL_3	PSSD	[[39346273, 39348004]]
7	64397511	64399023	PGSPRETT00000001744	PGALLT00000085856	-	PgeneID:NA	ParentID:ENSMUST00000106914	LEVEL_3	PSSD	[[64397511, 64399023]]
1	32968874	32971209	PGSPRETT00000001745	PGALLT00000004288	-	PgeneID:NA	ParentID:ENSMUST00000132917	LEVEL_3	PSSD	[[32968874, 32971209]]
2	64964970	64968787	PGSPRETT00000001746	PGALLT00000004289	-	PgeneID:NA	ParentID:ENSMUST00000028377	LEVEL_3	DUP	[[64964970,  64965128],  [64968569, 64968787]]
2	76973653	76973990	PGSPRETT00000001747	PGALLT00000004290	+	PgeneID:NA	ParentID:ENSMUST00000101375	LEVEL_3	PSSD	[[76973653, 76973990]]
14	33327932	33330496	PGSPRETT00000001748	PGALLT00000096115	-	PgeneID:NA	ParentID:ENSMUST00000106257	LEVEL_3	PSSD	[[33327932, 33330496]]
7	4943372	4944763	PGSPRETT00000001749	PGALLT00000004291	+	PgeneID:NA	ParentID:ENSMUST00000102930	LEVEL_3	PSSD	[[4943372, 4944763]]
18	90180382	90182279	PGSPRETT00000001751	PGALLT00000095815	-	PgeneID:NA	ParentID:ENSMUST00000071135	LEVEL_3	PSSD	[[90180382, 90182279]]
17	17190583	17191204	PGSPRETT00000001752	PGALLT00000101345	+	PgeneID:NA	ParentID:ENSMUST00000006467	LEVEL_3	PSSD	[[17190583, 17191204]]
3	148624267	148629464	PGSPRETT00000001753	PGALLT00000078579	-	PgeneID:NA	ParentID:ENSMUST00000168352	LEVEL_3	PSSD	[[148624267, 148629464]]
16	17938317	17939025	PGSPRETT00000001754	PGALLT00000004292	-	PgeneID:NA	ParentID:ENSMUST00000071703	LEVEL_3	DUP	[[17938317,  17938592],  [17938803, 17939025]]
13	48102282	48108320	PGSPRETT00000001756	PGALLT00000004293	+	PgeneID:NA	ParentID:ENSMUST00000179367	LEVEL_3	DUP	[[48102282,  48102434],  [48108108, 48108320]]
10	98856175	98856524	PGSPRETT00000001757	PGALLT00000094281	+	PgeneID:NA	ParentID:ENSMUST00000090031	LEVEL_3	PSSD	[[98856175, 98856524]]
4	125503034	125503349	PGSPRETT00000001761	PGALLT00000085026	-	PgeneID:NA	ParentID:ENSMUST00000059667	LEVEL_3	PSSD	[[125503034, 125503349]]
X	9094446	9094676	PGSPRETT00000001762	PGALLT00000078069	+	PgeneID:NA	ParentID:ENSMUST00000105001	LEVEL_3	PSSD	[[9094446, 9094676]]
16	21530220	21530862	PGSPRETT00000001763	PGALLT00000078922	-	PgeneID:NA	ParentID:ENSMUST00000164181	LEVEL_3	PSSD	[[21530220, 21530862]]
3	89244908	89260470	PGSPRETT00000001768	PGALLT00000101753	+	PgeneID:NA	ParentID:ENSMUST00000041297	LEVEL_3	PSSD	[[89244908, 89260470]]
17	35086576	35088676	PGSPRETT00000001769	PGALLT00000004295	-	PgeneID:NA	ParentID:ENSMUST00000058914	LEVEL_3	DUP	[[35086576,  35086740],  [35088450, 35088676]]
7	101937395	101938668	PGSPRETT00000001770	PGALLT00000084821	+	PgeneID:NA	ParentID:ENSMUST00000085546	LEVEL_3	PSSD	[[101937395, 101938668]]
13	64121342	64121967	PGSPRETT00000001772	PGALLT00000092308	+	PgeneID:NA	ParentID:ENSMUST00000009157	LEVEL_3	PSSD	[[64121342, 64121967]]
X	53641394	53643017	PGSPRETT00000001775	PGALLT00000101784	+	PgeneID:NA	ParentID:ENSMUST00000111962	LEVEL_3	PSSD	[[53641394, 53643017]]
3	28434469	28434625	PGSPRETT00000001776	PGALLT00000004296	+	PgeneID:NA	ParentID:ENSMUST00000195554	LEVEL_3	PSSD	[[28434469, 28434625]]
19	31423427	31424649	PGSPRETT00000001781	PGALLT00000085010	-	PgeneID:NA	ParentID:ENSMUST00000050884	LEVEL_3	PSSD	[[31423427, 31424649]]
1	87610185	87615323	PGSPRETT00000001782	PGALLT00000004299	+	PgeneID:NA	ParentID:ENSMUST00000018506	LEVEL_3	PSSD	[[87610185, 87615323]]
14	82314445	82315526	PGSPRETT00000001783	PGALLT00000004300	-	PgeneID:NA	ParentID:ENSMUST00000133115	LEVEL_3	PSSD	[[82314445, 82315526]]
11	99548265	99549094	PGSPRETT00000001784	PGALLT00000083429	+	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[99548265, 99549094]]
9	43728541	43728756	PGSPRETT00000001785	PGALLT00000095876	+	PgeneID:NA	ParentID:ENSMUST00000169613	LEVEL_3	PSSD	[[43728541, 43728756]]
9	24864297	24868316	PGSPRETT00000001787	PGALLT00000004302	+	PgeneID:NA	ParentID:ENSMUST00000111879	LEVEL_3	PSSD	[[24864297, 24868316]]
10	29893013	29893530	PGSPRETT00000001790	PGALLT00000004304	+	PgeneID:NA	ParentID:jg118.t1	LEVEL_3	PSSD	[[29893013, 29893530]]
4	24923022	24923535	PGSPRETT00000001792	PGALLT00000078704	+	PgeneID:NA	ParentID:ENSMUST00000035983	LEVEL_3	PSSD	[[24923022, 24923535]]
14	69972386	69972975	PGSPRETT00000001793	PGALLT00000098087	+	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[69972386, 69972975]]
6	120951024	120951293	PGSPRETT00000001794	PGALLT00000097302	+	PgeneID:NA	ParentID:ENSMUST00000199031	LEVEL_3	PSSD	[[120951024, 120951293]]
12	479925	480335	PGSPRETT00000001795	PGALLT00000096337	-	PgeneID:NA	ParentID:ENSMUST00000026420	LEVEL_3	PSSD	[[479925, 480335]]
18	67127859	67130128	PGSPRETT00000001797	PGALLT00000076940	+	PgeneID:NA	ParentID:ENSMUST00000150576	LEVEL_3	PSSD	[[67127859, 67130128]]
X	96784112	96785341	PGSPRETT00000001799	PGALLT00000077598	+	PgeneID:NA	ParentID:ENSMUST00000099329	LEVEL_3	PSSD	[[96784112, 96785341]]
19	4610384	4610654	PGSPRETT00000001800	PGALLT00000004305	+	PgeneID:NA	ParentID:ENSMUST00000198445	LEVEL_3	PSSD	[[4610384, 4610654]]
15	83258333	83259181	PGSPRETT00000001802	PGALLT00000004306	-	PgeneID:NA	ParentID:ENSMUST00000133320	LEVEL_3	PSSD	[[83258333, 83259181]]
14	52254673	52254966	PGSPRETT00000001803	PGALLT00000089106	+	PgeneID:NA	ParentID:ENSMUST00000081840	LEVEL_3	PSSD	[[52254673, 52254966]]
14	6989525	6990674	PGSPRETT00000001805	PGALLT00000092773	+	PgeneID:NA	ParentID:ENSMUST00000020334	LEVEL_3	PSSD	[[6989525, 6990674]]
13	102998822	102999206	PGSPRETT00000001806	PGALLT00000101241	-	PgeneID:NA	ParentID:ENSMUST00000090860	LEVEL_3	PSSD	[[102998822, 102999206]]
14	10896000	10897491	PGSPRETT00000001808	PGALLT00000081984	-	PgeneID:NA	ParentID:ENSMUST00000147121	LEVEL_3	PSSD	[[10896000, 10897491]]
11	14794100	14794659	PGSPRETT00000001810	PGALLT00000004307	-	PgeneID:NA	ParentID:ENSMUST00000155671	LEVEL_3	DUP	[[14794100,  14794252],  [14794398, 14794659]]
16	54446303	54447185	PGSPRETT00000001811	PGALLT00000092599	-	PgeneID:NA	ParentID:ENSMUST00000019026	LEVEL_3	PSSD	[[54446303, 54447185]]
11	101153654	101154110	PGSPRETT00000001813	PGALLT00000004308	-	PgeneID:NA	ParentID:ENSMUST00000072306	LEVEL_3	PSSD	[[101153654, 101154110]]
14	63952886	63954131	PGSPRETT00000001814	PGALLT00000079581	+	PgeneID:NA	ParentID:ENSMUST00000162686	LEVEL_3	PSSD	[[63952886, 63954131]]
11	57480194	57480403	PGSPRETT00000001816	PGALLT00000075679	+	PgeneID:NA	ParentID:ENSMUST00000173879	LEVEL_3	PSSD	[[57480194, 57480403]]
12	1717282	1718630	PGSPRETT00000001819	PGALLT00000004311	-	PgeneID:NA	ParentID:ENSMUST00000187103	LEVEL_3	PSSD	[[1717282, 1718630]]
6	65458065	65458765	PGSPRETT00000001821	PGALLT00000101446	-	PgeneID:NA	ParentID:ENSMUST00000014913	LEVEL_3	PSSD	[[65458065, 65458765]]
1	109241725	109247120	PGSPRETT00000001822	PGALLT00000076962	+	PgeneID:NA	ParentID:ENSMUST00000172510	LEVEL_3	PSSD	[[109241725, 109247120]]
X	95930626	95933583	PGSPRETT00000001823	PGALLT00000004312	-	PgeneID:NA	ParentID:ENSMUST00000181217	LEVEL_3	PSSD	[[95930626, 95933583]]
17	36659157	36659454	PGSPRETT00000001824	PGALLT00000101305	-	PgeneID:NA	ParentID:ENSMUST00000177882	LEVEL_3	PSSD	[[36659157, 36659454]]
3	104762648	104768224	PGSPRETT00000001827	PGALLT00000091205	+	PgeneID:NA	ParentID:ENSMUST00000139062	LEVEL_3	PSSD	[[104762648, 104768224]]
5	120260126	120261496	PGSPRETT00000001828	PGALLT00000004313	+	PgeneID:NA	ParentID:ENSMUST00000072476	LEVEL_3	DUP	[[120260126,  120260314],  [120261191, 120261496]]
5	120219527	120226448	PGSPRETT00000001829	PGALLT00000004314	-	PgeneID:NA	ParentID:ENSMUST00000057814	LEVEL_3	DUP	[[120219527,  120219673],  [120220189,  120220359],  [120222945,  120223162],  [120224953,  120225231],  [120226266, 120226448]]
3	78927878	78929588	PGSPRETT00000001830	PGALLT00000004315	+	PgeneID:NA	ParentID:ENSMUST00000020107	LEVEL_3	PSSD	[[78927878, 78929588]]
15	84811882	84812495	PGSPRETT00000001831	PGALLT00000098210	-	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[84811882, 84812495]]
12	81727029	81728286	PGSPRETT00000001836	PGALLT00000100744	-	PgeneID:NA	ParentID:ENSMUST00000019859	LEVEL_3	PSSD	[[81727029, 81728286]]
10	129511381	129511778	PGSPRETT00000001838	PGALLT00000100556	+	PgeneID:NA	ParentID:ENSMUST00000135691	LEVEL_3	PSSD	[[129511381, 129511778]]
14	63018551	63019030	PGSPRETT00000001839	PGALLT00000096726	+	PgeneID:NA	ParentID:ENSMUST00000108021	LEVEL_3	PSSD	[[63018551, 63019030]]
8	85936609	85936944	PGSPRETT00000001840	PGALLT00000079604	+	PgeneID:NA	ParentID:ENSMUST00000114881	LEVEL_3	PSSD	[[85936609, 85936944]]
8	78107675	78108744	PGSPRETT00000001842	PGALLT00000092717	-	PgeneID:NA	ParentID:ENSMUST00000168536	LEVEL_3	PSSD	[[78107675, 78108744]]
3	14116242	14116924	PGSPRETT00000001843	PGALLT00000092724	+	PgeneID:NA	ParentID:ENSMUST00000127694	LEVEL_3	PSSD	[[14116242, 14116924]]
17	29609649	29610081	PGSPRETT00000001844	PGALLT00000091893	-	PgeneID:NA	ParentID:ENSMUST00000073926	LEVEL_3	PSSD	[[29609649, 29610081]]
17	37336229	37336475	PGSPRETT00000001845	PGALLT00000101621	-	PgeneID:NA	ParentID:ENSMUST00000205968	LEVEL_3	PSSD	[[37336229, 37336475]]
10	90025191	90026381	PGSPRETT00000001849	PGALLT00000092923	-	PgeneID:NA	ParentID:ENSMUST00000098402	LEVEL_3	PSSD	[[90025191, 90026381]]
5	112474785	112475464	PGSPRETT00000001851	PGALLT00000077704	+	PgeneID:NA	ParentID:ENSMUST00000020444	LEVEL_3	PSSD	[[112474785, 112475464]]
16	57565368	57566198	PGSPRETT00000001853	PGALLT00000101316	-	PgeneID:NA	ParentID:ENSMUST00000170909	LEVEL_3	PSSD	[[57565368, 57566198]]
17	23840761	23841219	PGSPRETT00000001855	PGALLT00000092937	-	PgeneID:NA	ParentID:ENSMUST00000180159	LEVEL_3	PSSD	[[23840761, 23841219]]
6	47195318	47195791	PGSPRETT00000001856	PGALLT00000004319	-	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[47195318, 47195791]]
8	86068026	86068559	PGSPRETT00000001858	PGALLT00000075462	-	PgeneID:NA	ParentID:ENSMUST00000139476	LEVEL_3	PSSD	[[86068026, 86068559]]
14	88300230	88302608	PGSPRETT00000001859	PGALLT00000089210	+	PgeneID:NA	ParentID:ENSMUST00000002529	LEVEL_3	PSSD	[[88300230, 88302608]]
8	63617099	63617574	PGSPRETT00000001861	PGALLT00000075602	-	PgeneID:NA	ParentID:ENSMUST00000023269	LEVEL_3	PSSD	[[63617099, 63617574]]
17	63412799	63413947	PGSPRETT00000001864	PGALLT00000004322	+	PgeneID:NA	ParentID:ENSMUST00000076155	LEVEL_3	PSSD	[[63412799, 63413947]]
13	52758659	52759094	PGSPRETT00000001869	PGALLT00000078466	-	PgeneID:NA	ParentID:ENSMUST00000026420	LEVEL_3	PSSD	[[52758659, 52759094]]
3	45963757	45965468	PGSPRETT00000001873	PGALLT00000075078	-	PgeneID:NA	ParentID:ENSMUST00000074628	LEVEL_3	PSSD	[[45963757, 45965468]]
13	15992087	15993144	PGSPRETT00000001874	PGALLT00000004325	-	PgeneID:NA	ParentID:ENSMUST00000105853	LEVEL_3	PSSD	[[15992087, 15993144]]
11	15486780	15489255	PGSPRETT00000001877	PGALLT00000004326	-	PgeneID:NA	ParentID:ENSMUST00000033597	LEVEL_3	PSSD	[[15486780, 15489255]]
12	81866658	81867054	PGSPRETT00000001878	PGALLT00000004327	-	PgeneID:NA	ParentID:ENSMUST00000110148	LEVEL_3	PSSD	[[81866658, 81867054]]
17	52273870	52277593	PGSPRETT00000001880	PGALLT00000004328	-	PgeneID:NA	ParentID:ENSMUST00000086880	LEVEL_3	PSSD	[[52273870, 52277593]]
17	36142955	36143773	PGSPRETT00000001881	PGALLT00000095113	-	PgeneID:NA	ParentID:ENSMUST00000108929	LEVEL_3	PSSD	[[36142955, 36143773]]
13	117154327	117155299	PGSPRETT00000001885	PGALLT00000004329	-	PgeneID:NA	ParentID:ENSMUST00000078961	LEVEL_3	PSSD	[[117154327, 117155299]]
10	111891673	111892542	PGSPRETT00000001892	PGALLT00000089431	-	PgeneID:NA	ParentID:ENSMUST00000080898	LEVEL_3	PSSD	[[111891673, 111892542]]
7	47225639	47226247	PGSPRETT00000001893	PGALLT00000082389	-	PgeneID:NA	ParentID:ENSMUST00000196402	LEVEL_3	PSSD	[[47225639, 47226247]]
7	97293299	97294127	PGSPRETT00000001897	PGALLT00000094793	+	PgeneID:NA	ParentID:ENSMUST00000005279	LEVEL_3	PSSD	[[97293299, 97294127]]
12	41209035	41209481	PGSPRETT00000001899	PGALLT00000101750	+	PgeneID:NA	ParentID:ENSMUST00000057177	LEVEL_3	PSSD	[[41209035, 41209481]]
13	49877614	49878210	PGSPRETT00000001902	PGALLT00000075152	+	PgeneID:NA	ParentID:ENSMUST00000055125	LEVEL_3	PSSD	[[49877614, 49878210]]
6	94603479	94614366	PGSPRETT00000001904	PGALLT00000082937	+	PgeneID:NA	ParentID:ENSMUST00000119582	LEVEL_3	PSSD	[[94603479, 94614366]]
7	131834087	131846190	PGSPRETT00000001907	PGALLT00000095492	+	PgeneID:NA	ParentID:ENSMUST00000173572	LEVEL_3	PSSD	[[131834087, 131846190]]
8	38985212	38985679	PGSPRETT00000001908	PGALLT00000091368	-	PgeneID:NA	ParentID:ENSMUST00000065103	LEVEL_3	PSSD	[[38985212, 38985679]]
10	11027197	11027990	PGSPRETT00000001911	PGALLT00000085157	+	PgeneID:NA	ParentID:ENSMUST00000025743	LEVEL_3	PSSD	[[11027197, 11027990]]
19	37603995	37604961	PGSPRETT00000001913	PGALLT00000090119	+	PgeneID:NA	ParentID:ENSMUST00000109961	LEVEL_3	PSSD	[[37603995, 37604961]]
4	57440881	57443313	PGSPRETT00000001915	PGALLT00000101792	-	PgeneID:NA	ParentID:ENSMUST00000085546	LEVEL_3	PSSD	[[57440881, 57443313]]
12	47417039	47417686	PGSPRETT00000001925	PGALLT00000004335	-	PgeneID:NA	ParentID:ENSMUST00000021083	LEVEL_3	PSSD	[[47417039, 47417686]]
1	142933135	142933756	PGSPRETT00000001926	PGALLT00000078318	-	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[142933135, 142933756]]
X	124114324	124114844	PGSPRETT00000001929	PGALLT00000004337	-	PgeneID:NA	ParentID:ENSMUST00000114882	LEVEL_3	PSSD	[[124114324, 124114844]]
3	27173665	27175289	PGSPRETT00000001930	PGALLT00000004338	+	PgeneID:NA	ParentID:ENSMUST00000059372	LEVEL_3	PSSD	[[27173665, 27175289]]
17	19011546	19020327	PGSPRETT00000001931	PGALLT00000004339	-	PgeneID:NA	ParentID:ENSMUST00000115535	LEVEL_3	DUP	[[19011546,  19012143],  [19019950, 19020327]]
7	12792905	12793771	PGSPRETT00000001933	PGALLT00000081657	+	PgeneID:NA	ParentID:ENSMUST00000037275	LEVEL_3	PSSD	[[12792905, 12793771]]
X	21362199	21362408	PGSPRETT00000001934	PGALLT00000004340	+	PgeneID:NA	ParentID:ENSMUST00000185008	LEVEL_3	PSSD	[[21362199, 21362408]]
4	141365998	141367412	PGSPRETT00000001935	PGALLT00000004341	-	PgeneID:NA	ParentID:ENSMUST00000096249	LEVEL_3	PSSD	[[141365998, 141367412]]
1	141257019	141259281	PGSPRETT00000001936	PGALLT00000004342	+	PgeneID:NA	ParentID:ENSMUST00000037499	LEVEL_3	PSSD	[[141257019, 141259281]]
10	80981858	80982145	PGSPRETT00000001941	PGALLT00000004344	-	PgeneID:NA	ParentID:ENSMUST00000072228	LEVEL_3	DUP	[[80981858,  80981941],  [80982029, 80982145]]
19	32247660	32250094	PGSPRETT00000001946	PGALLT00000101683	-	PgeneID:NA	ParentID:ENSMUST00000169314	LEVEL_3	PSSD	[[32247660, 32250094]]
12	23910894	23911602	PGSPRETT00000001947	PGALLT00000085781	+	PgeneID:NA	ParentID:ENSMUST00000152407	LEVEL_3	PSSD	[[23910894, 23911602]]
X	3764400	3765575	PGSPRETT00000001948	PGALLT00000004345	-	PgeneID:NA	ParentID:ENSMUST00000125694	LEVEL_3	PSSD	[[3764400, 3765575]]
14	46280156	46281011	PGSPRETT00000001951	PGALLT00000094160	+	PgeneID:NA	ParentID:ENSMUST00000087566	LEVEL_3	PSSD	[[46280156, 46281011]]
7	133534315	133534956	PGSPRETT00000001958	PGALLT00000075162	-	PgeneID:NA	ParentID:ENSMUST00000000756	LEVEL_3	PSSD	[[133534315, 133534956]]
X	69905970	69907363	PGSPRETT00000001960	PGALLT00000101650	-	PgeneID:NA	ParentID:ENSMUST00000096045	LEVEL_3	PSSD	[[69905970, 69907363]]
14	74366010	74366912	PGSPRETT00000001961	PGALLT00000084654	-	PgeneID:NA	ParentID:ENSMUST00000180768	LEVEL_3	PSSD	[[74366010, 74366912]]
4	79792547	79792820	PGSPRETT00000001962	PGALLT00000094884	-	PgeneID:NA	ParentID:ENSMUST00000044524	LEVEL_3	PSSD	[[79792547, 79792820]]
1	54215229	54215744	PGSPRETT00000001965	PGALLT00000004348	+	PgeneID:NA	ParentID:ENSMUST00000102980	LEVEL_3	PSSD	[[54215229, 54215744]]
