#Chromosome	Start	End	StrainID	UniversalID	Strand	EnsemblReferenceID	ParentID	Level	Biotype	Exons
14	64468498	64469566	PGCAROLIT00000002408	PGALLT00000079581	+	PgeneID:NA	ParentID:ENSMUST00000162686	LEVEL_3	PSSD	[[64468498, 64469566]]
14	22214979	22215400	PGCAROLIT00000002409	PGALLT00000084171	+	PgeneID:NA	ParentID:ENSMUST00000074267	LEVEL_3	PSSD	[[22214979, 22215400]]
18	14348113	14348814	PGCAROLIT00000002410	PGALLT00000101780	+	PgeneID:NA	ParentID:ENSMUST00000026125	LEVEL_3	PSSD	[[14348113, 14348814]]
6	134395470	134398488	PGCAROLIT00000002415	PGALLT00000050779	+	PgeneID:NA	ParentID:ENSMUST00000001513	LEVEL_3	PSSD	[[134395470, 134398488]]
9	67622522	67622823	PGCAROLIT00000002416	PGALLT00000050780	+	PgeneID:NA	ParentID:ENSMUST00000057177	LEVEL_3	PSSD	[[67622522, 67622823]]
19	24749386	24750444	PGCAROLIT00000002417	PGALLT00000050781	-	PgeneID:NA	ParentID:ENSMUST00000073456	LEVEL_3	PSSD	[[24749386, 24750444]]
1	37941299	37941673	PGCAROLIT00000002418	PGALLT00000050782	+	PgeneID:NA	ParentID:ENSMUST00000087123	LEVEL_3	PSSD	[[37941299, 37941673]]
14	26649976	26650371	PGCAROLIT00000002421	PGALLT00000050783	+	PgeneID:NA	ParentID:ENSMUST00000047864	LEVEL_3	PSSD	[[26649976, 26650371]]
4	79479649	79482766	PGCAROLIT00000002422	PGALLT00000050784	-	PgeneID:NA	ParentID:ENSMUST00000000466	LEVEL_3	DUP	[[79479649,  79479801],  [79482485, 79482766]]
4	32275482	32276581	PGCAROLIT00000002423	PGALLT00000101783	+	PgeneID:NA	ParentID:ENSMUST00000071308	LEVEL_3	PSSD	[[32275482, 32276581]]
9	60084904	60085926	PGCAROLIT00000002424	PGALLT00000050785	+	PgeneID:NA	ParentID:ENSMUST00000025007	LEVEL_3	PSSD	[[60084904, 60085926]]
X	87150058	87150324	PGCAROLIT00000002425	PGALLT00000101771	+	PgeneID:NA	ParentID:ENSMUST00000096371	LEVEL_3	PSSD	[[87150058, 87150324]]
2	51937687	51938521	PGCAROLIT00000002426	PGALLT00000050786	+	PgeneID:NA	ParentID:jg178.t1	LEVEL_3	PSSD	[[51937687, 51938521]]
16	61528218	61529415	PGCAROLIT00000002427	PGALLT00000095827	+	PgeneID:NA	ParentID:ENSMUST00000072581	LEVEL_3	PSSD	[[61528218, 61529415]]
3	120808376	120808854	PGCAROLIT00000002429	PGALLT00000050787	+	PgeneID:NA	ParentID:ENSMUST00000026420	LEVEL_3	PSSD	[[120808376, 120808854]]
16	84043015	84046388	PGCAROLIT00000002431	PGALLT00000050788	-	PgeneID:NA	ParentID:ENSMUST00000020576	LEVEL_3	PSSD	[[84043015, 84046388]]
scaffold_9322	64118	64411	PGCAROLIT00000002433	PGALLT00000101677	-	PgeneID:NA	ParentID:ENSMUST00000080492	LEVEL_3	PSSD	[[64118, 64411]]
8	70342237	70342709	PGCAROLIT00000002435	PGALLT00000101136	-	PgeneID:NA	ParentID:ENSMUST00000204978	LEVEL_3	PSSD	[[70342237, 70342709]]
10	114700025	114701952	PGCAROLIT00000002437	PGALLT00000101222	-	PgeneID:NA	ParentID:ENSMUST00000060226	LEVEL_3	PSSD	[[114700025, 114701952]]
2	35281485	35282633	PGCAROLIT00000002438	PGALLT00000050789	+	PgeneID:NA	ParentID:ENSMUST00000024660	LEVEL_3	PSSD	[[35281485, 35282633]]
scaffold_17191	19599	20574	PGCAROLIT00000002439	PGALLT00000050790	+	PgeneID:NA	ParentID:ENSMUST00000119717	LEVEL_3	PSSD	[[19599, 20574]]
19	5988219	5988609	PGCAROLIT00000002440	PGALLT00000097136	-	PgeneID:NA	ParentID:ENSMUST00000073926	LEVEL_3	PSSD	[[5988219, 5988609]]
X	104163171	104165385	PGCAROLIT00000002452	PGALLT00000101454	+	PgeneID:NA	ParentID:ENSMUST00000025617	LEVEL_3	PSSD	[[104163171, 104165385]]
16	52398974	52399559	PGCAROLIT00000002453	PGALLT00000078459	-	PgeneID:NA	ParentID:ENSMUST00000102536	LEVEL_3	PSSD	[[52398974, 52399559]]
12	29346069	29346889	PGCAROLIT00000002456	PGALLT00000050791	-	PgeneID:NA	ParentID:ENSMUST00000062530	LEVEL_3	PSSD	[[29346069, 29346889]]
9	90612124	90612710	PGCAROLIT00000002457	PGALLT00000050792	-	PgeneID:NA	ParentID:ENSMUST00000149566	LEVEL_3	PSSD	[[90612124, 90612710]]
19	38197715	38198089	PGCAROLIT00000002459	PGALLT00000083273	-	PgeneID:NA	ParentID:ENSMUST00000079735	LEVEL_3	PSSD	[[38197715, 38198089]]
11	813278	814064	PGCAROLIT00000002460	PGALLT00000050793	+	PgeneID:NA	ParentID:ENSMUST00000142407	LEVEL_3	PSSD	[[813278, 814064]]
2	156516635	156522113	PGCAROLIT00000002461	PGALLT00000050794	-	PgeneID:NA	ParentID:ENSMUST00000099096	LEVEL_3	DUP	[[156516635,  156516817],  [156520790,  156520986],  [156522024, 156522113]]
5	113637015	113637708	PGCAROLIT00000002463	PGALLT00000092842	-	PgeneID:NA	ParentID:ENSMUST00000151562	LEVEL_3	PSSD	[[113637015, 113637708]]
7	25218191	25219193	PGCAROLIT00000002464	PGALLT00000050795	-	PgeneID:NA	ParentID:ENSMUST00000019950	LEVEL_3	PSSD	[[25218191, 25219193]]
15	12422235	12423290	PGCAROLIT00000002466	PGALLT00000078460	-	PgeneID:NA	ParentID:ENSMUST00000054716	LEVEL_3	PSSD	[[12422235, 12423290]]
2	155276967	155277843	PGCAROLIT00000002467	PGALLT00000050796	+	PgeneID:NA	ParentID:ENSMUST00000034392	LEVEL_3	PSSD	[[155276967, 155277843]]
scaffold_6407	28856	29941	PGCAROLIT00000002468	PGALLT00000100982	-	PgeneID:NA	ParentID:ENSMUST00000074252	LEVEL_3	PSSD	[[28856, 29941]]
18	71597788	71598316	PGCAROLIT00000002472	PGALLT00000085289	-	PgeneID:NA	ParentID:ENSMUST00000073791	LEVEL_3	PSSD	[[71597788, 71598316]]
13	3691366	3691920	PGCAROLIT00000002474	PGALLT00000050797	+	PgeneID:NA	ParentID:ENSMUST00000052248	LEVEL_3	PSSD	[[3691366, 3691920]]
3	63272162	63273135	PGCAROLIT00000002475	PGALLT00000050798	-	PgeneID:NA	ParentID:ENSMUST00000181995	LEVEL_3	PSSD	[[63272162, 63273135]]
18	84986025	84986435	PGCAROLIT00000002476	PGALLT00000094579	-	PgeneID:NA	ParentID:ENSMUST00000118209	LEVEL_3	PSSD	[[84986025, 84986435]]
X	140162783	140164328	PGCAROLIT00000002477	PGALLT00000050799	+	PgeneID:NA	ParentID:ENSMUST00000120226	LEVEL_3	PSSD	[[140162783, 140164328]]
3	42180390	42180581	PGCAROLIT00000002478	PGALLT00000050800	-	PgeneID:NA	ParentID:ENSMUST00000195554	LEVEL_3	PSSD	[[42180390, 42180581]]
2	80356315	80357262	PGCAROLIT00000002479	PGALLT00000050801	-	PgeneID:NA	ParentID:ENSMUST00000099902	LEVEL_3	PSSD	[[80356315, 80357262]]
16	83278309	83278824	PGCAROLIT00000002481	PGALLT00000094324	+	PgeneID:NA	ParentID:ENSMUST00000054223	LEVEL_3	PSSD	[[83278309, 83278824]]
19	24558640	24559458	PGCAROLIT00000002482	PGALLT00000050802	+	PgeneID:NA	ParentID:ENSMUST00000143678	LEVEL_3	PSSD	[[24558640, 24559458]]
12	104748616	104749520	PGCAROLIT00000002485	PGALLT00000078461	-	PgeneID:NA	ParentID:ENSMUST00000145614	LEVEL_3	PSSD	[[104748616, 104749520]]
12	27818411	27819947	PGCAROLIT00000002486	PGALLT00000094524	+	PgeneID:NA	ParentID:ENSMUST00000165015	LEVEL_3	PSSD	[[27818411, 27819947]]
X	44313458	44314015	PGCAROLIT00000002487	PGALLT00000050803	+	PgeneID:NA	ParentID:ENSMUST00000066379	LEVEL_3	PSSD	[[44313458, 44314015]]
13	30310666	30311553	PGCAROLIT00000002488	PGALLT00000092829	-	PgeneID:NA	ParentID:ENSMUST00000033683	LEVEL_3	PSSD	[[30310666, 30311553]]
3	98732988	98734029	PGCAROLIT00000002491	PGALLT00000050804	-	PgeneID:NA	ParentID:jg2134.t1	LEVEL_3	PSSD	[[98732988, 98734029]]
4	132532923	132533229	PGCAROLIT00000002492	PGALLT00000050805	-	PgeneID:NA	ParentID:ENSMUST00000062160	LEVEL_3	PSSD	[[132532923, 132533229]]
12	49771822	49772182	PGCAROLIT00000002494	PGALLT00000081050	-	PgeneID:NA	ParentID:ENSMUST00000145139	LEVEL_3	PSSD	[[49771822, 49772182]]
7	93750457	93750938	PGCAROLIT00000002498	PGALLT00000078463	-	PgeneID:NA	ParentID:ENSMUST00000075453	LEVEL_3	PSSD	[[93750457, 93750938]]
11	70925654	70926700	PGCAROLIT00000002499	PGALLT00000101456	-	PgeneID:NA	ParentID:ENSMUST00000043937	LEVEL_3	PSSD	[[70925654, 70926700]]
13	20339860	20340935	PGCAROLIT00000002500	PGALLT00000078464	+	PgeneID:NA	ParentID:ENSMUST00000136252	LEVEL_3	PSSD	[[20339860, 20340935]]
1	116463240	116463606	PGCAROLIT00000002501	PGALLT00000050806	-	PgeneID:NA	ParentID:ENSMUST00000022163	LEVEL_3	PSSD	[[116463240, 116463606]]
18	34324102	34327129	PGCAROLIT00000002502	PGALLT00000100886	-	PgeneID:NA	ParentID:ENSMUST00000029925	LEVEL_3	PSSD	[[34324102, 34327129]]
11	47035991	47036920	PGCAROLIT00000002503	PGALLT00000099953	-	PgeneID:NA	ParentID:ENSMUST00000073824	LEVEL_3	PSSD	[[47035991, 47036920]]
15	75978803	75979604	PGCAROLIT00000002504	PGALLT00000050807	+	PgeneID:NA	ParentID:ENSMUST00000072776	LEVEL_3	DUP	[[75978803,  75978901],  [75979408, 75979604]]
13	47044844	47045363	PGCAROLIT00000002505	PGALLT00000101734	+	PgeneID:NA	ParentID:ENSMUST00000038169	LEVEL_3	PSSD	[[47044844, 47045363]]
9	96362246	96364405	PGCAROLIT00000002507	PGALLT00000078465	+	PgeneID:NA	ParentID:ENSMUST00000018875	LEVEL_3	PSSD	[[96362246, 96364405]]
13	35047307	35048157	PGCAROLIT00000002509	PGALLT00000094312	+	PgeneID:NA	ParentID:ENSMUST00000152374	LEVEL_3	PSSD	[[35047307, 35048157]]
18	50905828	50906564	PGCAROLIT00000002510	PGALLT00000050808	-	PgeneID:NA	ParentID:ENSMUST00000139443	LEVEL_3	PSSD	[[50905828, 50906564]]
1	79873289	79875734	PGCAROLIT00000002511	PGALLT00000096447	-	PgeneID:NA	ParentID:ENSMUST00000174179	LEVEL_3	PSSD	[[79873289, 79875734]]
4	133739560	133741285	PGCAROLIT00000002514	PGALLT00000050809	-	PgeneID:NA	ParentID:ENSMUST00000061277	LEVEL_3	DUP	[[133739560,  133740137],  [133740761, 133741285]]
6	29191996	29193375	PGCAROLIT00000002518	PGALLT00000050810	-	PgeneID:NA	ParentID:ENSMUST00000094481	LEVEL_3	PSSD	[[29191996, 29193375]]
7	118295046	118295513	PGCAROLIT00000002519	PGALLT00000050811	+	PgeneID:NA	ParentID:ENSMUST00000080813	LEVEL_3	PSSD	[[118295046, 118295513]]
18	53706905	53707710	PGCAROLIT00000002522	PGALLT00000088127	-	PgeneID:NA	ParentID:ENSMUST00000032998	LEVEL_3	PSSD	[[53706905, 53707710]]
15	1956005	1956765	PGCAROLIT00000002525	PGALLT00000088477	-	PgeneID:NA	ParentID:ENSMUST00000178797	LEVEL_3	PSSD	[[1956005, 1956765]]
18	20111417	20111974	PGCAROLIT00000002527	PGALLT00000050812	-	PgeneID:NA	ParentID:ENSMUST00000002848	LEVEL_3	DUP	[[20111417,  20111647],  [20111804, 20111974]]
13	50650148	50650559	PGCAROLIT00000002528	PGALLT00000078466	-	PgeneID:NA	ParentID:ENSMUST00000026420	LEVEL_3	PSSD	[[50650148, 50650559]]
13	104970723	104971247	PGCAROLIT00000002532	PGALLT00000091435	+	PgeneID:NA	ParentID:ENSMUST00000022163	LEVEL_3	PSSD	[[104970723, 104971247]]
2	123650562	123650920	PGCAROLIT00000002534	PGALLT00000088066	-	PgeneID:NA	ParentID:ENSMUST00000094460	LEVEL_3	PSSD	[[123650562, 123650920]]
7	48695917	48696622	PGCAROLIT00000002538	PGALLT00000050813	-	PgeneID:NA	ParentID:ENSMUST00000128088	LEVEL_3	DUP	[[48695917,  48696033],  [48696470, 48696622]]
X	56498531	56498878	PGCAROLIT00000002539	PGALLT00000094613	-	PgeneID:NA	ParentID:ENSMUST00000138502	LEVEL_3	PSSD	[[56498531, 56498878]]
13	59547968	59548241	PGCAROLIT00000002540	PGALLT00000101411	+	PgeneID:NA	ParentID:ENSMUST00000037023	LEVEL_3	PSSD	[[59547968, 59548241]]
9	35501449	35502376	PGCAROLIT00000002542	PGALLT00000050814	-	PgeneID:NA	ParentID:ENSMUST00000071617	LEVEL_3	PSSD	[[35501449, 35502376]]
13	111983684	111983953	PGCAROLIT00000002544	PGALLT00000096395	-	PgeneID:NA	ParentID:ENSMUST00000008594	LEVEL_3	PSSD	[[111983684, 111983953]]
2	82748889	82749891	PGCAROLIT00000002547	PGALLT00000050815	-	PgeneID:NA	ParentID:ENSMUST00000099811	LEVEL_3	PSSD	[[82748889, 82749891]]
12	85273266	85274106	PGCAROLIT00000002548	PGALLT00000050816	-	PgeneID:NA	ParentID:ENSMUST00000143678	LEVEL_3	PSSD	[[85273266, 85274106]]
13	70290753	70291566	PGCAROLIT00000002549	PGALLT00000050817	+	PgeneID:NA	ParentID:ENSMUST00000143678	LEVEL_3	PSSD	[[70290753, 70291566]]
13	81392029	81393294	PGCAROLIT00000002553	PGALLT00000050818	-	PgeneID:NA	ParentID:ENSMUST00000111962	LEVEL_3	PSSD	[[81392029, 81393294]]
8	26583665	26584128	PGCAROLIT00000002554	PGALLT00000050819	-	PgeneID:NA	ParentID:ENSMUST00000003521	LEVEL_3	PSSD	[[26583665, 26584128]]
18	86215845	86217116	PGCAROLIT00000002555	PGALLT00000050820	-	PgeneID:NA	ParentID:ENSMUST00000176086	LEVEL_3	PSSD	[[86215845, 86217116]]
10	51871322	51873049	PGCAROLIT00000002556	PGALLT00000093213	+	PgeneID:NA	ParentID:ENSMUST00000103152	LEVEL_3	PSSD	[[51871322, 51873049]]
5	594122	596827	PGCAROLIT00000002558	PGALLT00000050821	+	PgeneID:NA	ParentID:ENSMUST00000044039	LEVEL_3	DUP	[[594122,  594303],  [595958,  596077],  [596648, 596827]]
12	2449582	2450576	PGCAROLIT00000002563	PGALLT00000050823	-	PgeneID:NA	ParentID:ENSMUST00000182067	LEVEL_3	PSSD	[[2449582, 2450576]]
17	25862501	25862872	PGCAROLIT00000002566	PGALLT00000050824	-	PgeneID:NA	ParentID:ENSMUST00000151702	LEVEL_3	PSSD	[[25862501, 25862872]]
17	61702752	61703189	PGCAROLIT00000002568	PGALLT00000096218	-	PgeneID:NA	ParentID:ENSMUST00000113627	LEVEL_3	PSSD	[[61702752, 61703189]]
9	15816264	15817190	PGCAROLIT00000002572	PGALLT00000100923	+	PgeneID:NA	ParentID:ENSMUST00000079660	LEVEL_3	PSSD	[[15816264, 15817190]]
14	11046040	11047555	PGCAROLIT00000002573	PGALLT00000096770	+	PgeneID:NA	ParentID:ENSMUST00000098513	LEVEL_3	PSSD	[[11046040, 11047555]]
1	123604637	123617630	PGCAROLIT00000002574	PGALLT00000090576	+	PgeneID:NA	ParentID:ENSMUST00000131159	LEVEL_3	PSSD	[[123604637, 123617630]]
19	26895754	26895997	PGCAROLIT00000002580	PGALLT00000095778	+	PgeneID:NA	ParentID:ENSMUST00000112043	LEVEL_3	PSSD	[[26895754, 26895997]]
8	22730143	22731121	PGCAROLIT00000002581	PGALLT00000101759	-	PgeneID:NA	ParentID:ENSMUST00000095375	LEVEL_3	PSSD	[[22730143, 22731121]]
7	17448105	17448875	PGCAROLIT00000002588	PGALLT00000050827	+	PgeneID:NA	ParentID:ENSMUST00000066780	LEVEL_3	DUP	[[17448105,  17448368],  [17448591, 17448875]]
14	86358088	86360397	PGCAROLIT00000002593	PGALLT00000087487	+	PgeneID:NA	ParentID:ENSMUST00000001520	LEVEL_3	DUP	[[86358088,  86359423],  [86359901, 86360397]]
2	82652961	82653465	PGCAROLIT00000002594	PGALLT00000050829	+	PgeneID:NA	ParentID:ENSMUST00000138502	LEVEL_3	PSSD	[[82652961, 82653465]]
9	62207426	62207693	PGCAROLIT00000002595	PGALLT00000097216	-	PgeneID:NA	ParentID:ENSMUST00000014438	LEVEL_3	PSSD	[[62207426, 62207693]]
13	76695208	76696122	PGCAROLIT00000002596	PGALLT00000079713	-	PgeneID:NA	ParentID:ENSMUST00000152407	LEVEL_3	PSSD	[[76695208, 76696122]]
10	30982093	30982716	PGCAROLIT00000002598	PGALLT00000088434	-	PgeneID:NA	ParentID:ENSMUST00000006221	LEVEL_3	PSSD	[[30982093, 30982716]]
7	141967026	141967970	PGCAROLIT00000002600	PGALLT00000079942	-	PgeneID:NA	ParentID:ENSMUST00000152407	LEVEL_3	PSSD	[[141967026, 141967970]]
18	50187696	50188058	PGCAROLIT00000002601	PGALLT00000095575	+	PgeneID:NA	ParentID:ENSMUST00000106471	LEVEL_3	PSSD	[[50187696, 50188058]]
14	97879720	97880736	PGCAROLIT00000002603	PGALLT00000101697	+	PgeneID:NA	ParentID:ENSMUST00000002805	LEVEL_3	PSSD	[[97879720, 97880736]]
2	79524794	79525165	PGCAROLIT00000002606	PGALLT00000050830	-	PgeneID:NA	ParentID:ENSMUST00000205227	LEVEL_3	PSSD	[[79524794, 79525165]]
17	22392665	22393664	PGCAROLIT00000002608	PGALLT00000078467	+	PgeneID:NA	ParentID:ENSMUST00000152407	LEVEL_3	PSSD	[[22392665, 22393664]]
X	9178934	9180360	PGCAROLIT00000002611	PGALLT00000050832	+	PgeneID:NA	ParentID:ENSMUST00000203436	LEVEL_3	PSSD	[[9178934, 9180360]]
scaffold_16605	11119	13891	PGCAROLIT00000002614	PGALLT00000050835	-	PgeneID:NA	ParentID:ENSMUST00000086297	LEVEL_3	DUP	[[11119,  11367],  [13601, 13891]]
9	93294073	93294310	PGCAROLIT00000002615	PGALLT00000050836	-	PgeneID:NA	ParentID:ENSMUST00000080492	LEVEL_3	PSSD	[[93294073, 93294310]]
X	153391489	153392461	PGCAROLIT00000002616	PGALLT00000050837	+	PgeneID:NA	ParentID:ENSMUST00000063417	LEVEL_3	PSSD	[[153391489, 153392461]]
X	144426614	144426947	PGCAROLIT00000002618	PGALLT00000050838	-	PgeneID:NA	ParentID:ENSMUST00000035105	LEVEL_3	PSSD	[[144426614, 144426947]]
3	74683756	74684072	PGCAROLIT00000002619	PGALLT00000050839	+	PgeneID:NA	ParentID:ENSMUST00000109949	LEVEL_3	PSSD	[[74683756, 74684072]]
16	54256052	54256878	PGCAROLIT00000002620	PGALLT00000050840	-	PgeneID:NA	ParentID:ENSMUST00000143678	LEVEL_3	PSSD	[[54256052, 54256878]]
4	52553680	52554592	PGCAROLIT00000002621	PGALLT00000050841	-	PgeneID:NA	ParentID:ENSMUST00000035105	LEVEL_3	PSSD	[[52553680, 52554592]]
13	97556160	97556992	PGCAROLIT00000002622	PGALLT00000101480	+	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[97556160, 97556992]]
2	119983190	119983918	PGCAROLIT00000002623	PGALLT00000050842	-	PgeneID:NA	ParentID:ENSMUST00000179141	LEVEL_3	PSSD	[[119983190, 119983918]]
2	33159711	33160625	PGCAROLIT00000002624	PGALLT00000078468	+	PgeneID:NA	ParentID:ENSMUST00000068475	LEVEL_3	PSSD	[[33159711, 33160625]]
14	103690795	103693213	PGCAROLIT00000002626	PGALLT00000093830	-	PgeneID:NA	ParentID:ENSMUST00000024739	LEVEL_3	PSSD	[[103690795, 103693213]]
X	96324749	96326398	PGCAROLIT00000002629	PGALLT00000050843	+	PgeneID:NA	ParentID:ENSMUST00000155477	LEVEL_3	PSSD	[[96324749, 96326398]]
5	135589725	135590609	PGCAROLIT00000002631	PGALLT00000099932	-	PgeneID:NA	ParentID:ENSMUST00000043627	LEVEL_3	PSSD	[[135589725, 135590609]]
3	131177399	131177689	PGCAROLIT00000002632	PGALLT00000050844	+	PgeneID:NA	ParentID:ENSMUST00000045802	LEVEL_3	PSSD	[[131177399, 131177689]]
3	142380328	142380753	PGCAROLIT00000002637	PGALLT00000094036	+	PgeneID:NA	ParentID:ENSMUST00000170953	LEVEL_3	PSSD	[[142380328, 142380753]]
17	49981208	49983404	PGCAROLIT00000002641	PGALLT00000101047	+	PgeneID:NA	ParentID:ENSMUST00000001724	LEVEL_3	PSSD	[[49981208, 49983404]]
3	5402060	5403981	PGCAROLIT00000002646	PGALLT00000101788	-	PgeneID:NA	ParentID:ENSMUST00000164470	LEVEL_3	PSSD	[[5402060, 5403981]]
8	61452165	61452522	PGCAROLIT00000002647	PGALLT00000090867	-	PgeneID:NA	ParentID:ENSMUST00000020203	LEVEL_3	PSSD	[[61452165, 61452522]]
14	77286716	77288211	PGCAROLIT00000002649	PGALLT00000084666	+	PgeneID:NA	ParentID:ENSMUST00000093099	LEVEL_3	PSSD	[[77286716, 77288211]]
11	55387348	55387817	PGCAROLIT00000002652	PGALLT00000050846	-	PgeneID:NA	ParentID:ENSMUST00000127793	LEVEL_3	PSSD	[[55387348, 55387817]]
9	76352578	76352838	PGCAROLIT00000002655	PGALLT00000084819	-	PgeneID:NA	ParentID:ENSMUST00000009157	LEVEL_3	PSSD	[[76352578, 76352838]]
9	19826048	19826491	PGCAROLIT00000002656	PGALLT00000089010	+	PgeneID:NA	ParentID:ENSMUST00000035105	LEVEL_3	PSSD	[[19826048, 19826491]]
8	28479025	28480320	PGCAROLIT00000002659	PGALLT00000050847	+	PgeneID:NA	ParentID:ENSMUST00000025253	LEVEL_3	PSSD	[[28479025, 28480320]]
16	10274727	10275068	PGCAROLIT00000002660	PGALLT00000082854	-	PgeneID:NA	ParentID:ENSMUST00000069579	LEVEL_3	PSSD	[[10274727, 10275068]]
17	71047377	71048068	PGCAROLIT00000002663	PGALLT00000078469	+	PgeneID:NA	ParentID:ENSMUST00000017548	LEVEL_3	PSSD	[[71047377, 71048068]]
13	14337628	14338190	PGCAROLIT00000002664	PGALLT00000050848	+	PgeneID:NA	ParentID:ENSMUST00000151702	LEVEL_3	PSSD	[[14337628, 14338190]]
19	29434324	29435549	PGCAROLIT00000002666	PGALLT00000101498	-	PgeneID:NA	ParentID:ENSMUST00000162538	LEVEL_3	PSSD	[[29434324, 29435549]]
9	35024275	35025225	PGCAROLIT00000002668	PGALLT00000078470	+	PgeneID:NA	ParentID:ENSMUST00000071681	LEVEL_3	PSSD	[[35024275, 35025225]]
8	89705040	89705844	PGCAROLIT00000002671	PGALLT00000095017	-	PgeneID:NA	ParentID:ENSMUST00000035105	LEVEL_3	PSSD	[[89705040, 89705844]]
8	53911011	53911683	PGCAROLIT00000002672	PGALLT00000101799	-	PgeneID:NA	ParentID:ENSMUST00000090192	LEVEL_3	PSSD	[[53911011, 53911683]]
6	126733469	126737594	PGCAROLIT00000002675	PGALLT00000050850	-	PgeneID:NA	ParentID:ENSMUST00000118532	LEVEL_3	DUP	[[126733469,  126733579],  [126737389, 126737594]]
15	61677371	61678346	PGCAROLIT00000002678	PGALLT00000050851	-	PgeneID:NA	ParentID:ENSMUST00000071555	LEVEL_3	PSSD	[[61677371, 61678346]]
14	98824548	98824982	PGCAROLIT00000002679	PGALLT00000101469	+	PgeneID:NA	ParentID:ENSMUST00000113627	LEVEL_3	PSSD	[[98824548, 98824982]]
7	15502728	15503817	PGCAROLIT00000002680	PGALLT00000089867	+	PgeneID:NA	ParentID:ENSMUST00000064314	LEVEL_3	PSSD	[[15502728, 15503817]]
17	87595318	87596544	PGCAROLIT00000002686	PGALLT00000094882	-	PgeneID:NA	ParentID:ENSMUST00000022296	LEVEL_3	PSSD	[[87595318, 87596544]]
8	115166269	115166968	PGCAROLIT00000002688	PGALLT00000050852	+	PgeneID:NA	ParentID:jg178.t1	LEVEL_3	PSSD	[[115166269, 115166968]]
19	12544733	12545165	PGCAROLIT00000002689	PGALLT00000094092	-	PgeneID:NA	ParentID:ENSMUST00000035983	LEVEL_3	PSSD	[[12544733, 12545165]]
15	85702891	85703124	PGCAROLIT00000002691	PGALLT00000078471	+	PgeneID:NA	ParentID:ENSMUST00000132674	LEVEL_3	PSSD	[[85702891, 85703124]]
7	65638554	65639576	PGCAROLIT00000002693	PGALLT00000080635	+	PgeneID:NA	ParentID:ENSMUST00000099705	LEVEL_3	PSSD	[[65638554, 65639576]]
5	5490762	5492514	PGCAROLIT00000002694	PGALLT00000101647	+	PgeneID:NA	ParentID:ENSMUST00000029773	LEVEL_3	PSSD	[[5490762, 5492514]]
14	92622088	92622857	PGCAROLIT00000002696	PGALLT00000091232	-	PgeneID:NA	ParentID:ENSMUST00000021428	LEVEL_3	PSSD	[[92622088, 92622857]]
11	65121561	65124359	PGCAROLIT00000002697	PGALLT00000100249	+	PgeneID:NA	ParentID:ENSMUST00000111663	LEVEL_3	PSSD	[[65121561, 65124359]]
6	108361316	108362407	PGCAROLIT00000002706	PGALLT00000088356	+	PgeneID:NA	ParentID:ENSMUST00000155779	LEVEL_3	PSSD	[[108361316, 108362407]]
16	42666189	42667598	PGCAROLIT00000002709	PGALLT00000050854	-	PgeneID:NA	ParentID:ENSMUST00000114585	LEVEL_3	DUP	[[42666189,  42666492],  [42667286, 42667598]]
17	16788637	16789635	PGCAROLIT00000002710	PGALLT00000078472	+	PgeneID:NA	ParentID:ENSMUST00000066998	LEVEL_3	PSSD	[[16788637, 16789635]]
16	29764220	29764882	PGCAROLIT00000002711	PGALLT00000050855	+	PgeneID:NA	ParentID:ENSMUST00000096106	LEVEL_3	PSSD	[[29764220, 29764882]]
16	55134054	55134977	PGCAROLIT00000002712	PGALLT00000050856	-	PgeneID:NA	ParentID:ENSMUST00000079955	LEVEL_3	PSSD	[[55134054, 55134977]]
14	17761788	17762363	PGCAROLIT00000002713	PGALLT00000090623	-	PgeneID:NA	ParentID:ENSMUST00000150576	LEVEL_3	PSSD	[[17761788, 17762363]]
17	77006521	77006970	PGCAROLIT00000002717	PGALLT00000094076	-	PgeneID:NA	ParentID:ENSMUST00000027256	LEVEL_3	PSSD	[[77006521, 77006970]]
11	111989134	111989468	PGCAROLIT00000002718	PGALLT00000050858	-	PgeneID:NA	ParentID:ENSMUST00000106439	LEVEL_3	DUP	[[111989134,  111989304],  [111989394, 111989468]]
15	50875427	50876210	PGCAROLIT00000002722	PGALLT00000050859	-	PgeneID:NA	ParentID:jg178.t1	LEVEL_3	PSSD	[[50875427, 50876210]]
13	98307120	98307517	PGCAROLIT00000002723	PGALLT00000050860	+	PgeneID:NA	ParentID:ENSMUST00000151702	LEVEL_3	PSSD	[[98307120, 98307517]]
17	73861027	73861364	PGCAROLIT00000002724	PGALLT00000050861	+	PgeneID:NA	ParentID:ENSMUST00000039535	LEVEL_3	PSSD	[[73861027, 73861364]]
18	28705182	28706431	PGCAROLIT00000002725	PGALLT00000101111	-	PgeneID:NA	ParentID:ENSMUST00000101375	LEVEL_3	PSSD	[[28705182, 28706431]]
8	19904348	19904989	PGCAROLIT00000002726	PGALLT00000093946	+	PgeneID:NA	ParentID:ENSMUST00000150576	LEVEL_3	PSSD	[[19904348, 19904989]]
8	50418575	50418801	PGCAROLIT00000002727	PGALLT00000087892	+	PgeneID:NA	ParentID:ENSMUST00000126610	LEVEL_3	PSSD	[[50418575, 50418801]]
