#chr	start	end	strand	query	frac	ins	del	shift	stop	expect	ident	polya	type
Y	84197190	84197563	-	ENSMUSP00000085591.7	0.99	2	0	2	4	2e-23	0.637	3	PSSD
Y	84220600	84220923	-	ENSMUSP00000136036.1	0.47	0	0	0	1	1e-52	0.907	0	FRAG
Y	84365570	84366250	-	ENSMUSP00000136243.1	1.00	0	0	0	1	7e-125	0.969	3	PSSD
Y	84396843	84398276	-	ENSMUSP00000132488.1	0.78	30	83	10	10	6e-21	0.306	0	FRAG
Y	84519889	84521328	-	ENSMUSP00000132488.1	0.78	30	83	10	11	8e-21	0.306	0	FRAG
Y	84591823	84592446	-	ENSMUSP00000129824.1	0.90	2	0	0	1	1e-102	0.933	0	PSSD
Y	84592477	84592590	-	ENSMUSP00000141061.1	0.84	0	0	0	0	4e-14	0.947	0	PSSD
Y	84605248	84605620	-	ENSMUSP00000085591.7	0.99	1	0	1	3	1e-29	0.637	3	PSSD
Y	84628700	84629395	-	ENSMUSP00000137027.1	1.00	0	0	0	0	5e-124	0.940	0	PSSD
Y	84629426	84629536	-	ENSMUSP00000141061.1	0.84	0	1	0	0	3e-09	0.789	0	FRAG
Y	84740024	84740228	-	ENSMUSP00000148511.1	0.18	1	0	1	1	4e-12	0.471	0	FRAG
Y	84833330	84834025	-	ENSMUSP00000129824.1	1.00	2	0	0	2	2e-115	0.935	0	PSSD
Y	84834056	84834169	-	ENSMUSP00000141061.1	0.84	0	0	0	0	2e-15	0.974	0	PSSD
Y	84846969	84847342	-	ENSMUSP00000085591.7	0.99	2	0	2	4	9e-25	0.645	3	PSSD
Y	84870410	84870730	-	ENSMUSP00000136036.1	0.46	0	0	0	1	2e-54	0.944	0	FRAG
Y	84962197	84962794	-	ENSMUSP00000070216.4	0.43	11	2	4	5	6e-10	0.342	0	FRAG
Y	85048058	85049078	-	ENSMUSP00000132488.1	0.49	20	17	6	5	2e-21	0.352	0	FRAG
Y	85086667	85087347	-	ENSMUSP00000136243.1	1.00	0	0	0	1	2e-124	0.965	3	PSSD
Y	85125085	85126524	-	ENSMUSP00000132488.1	0.78	30	83	10	11	4e-21	0.306	0	FRAG
Y	85197775	85198397	-	ENSMUSP00000129824.1	0.90	3	0	1	1	1e-97	0.928	0	PSSD
Y	85198428	85198541	-	ENSMUSP00000141061.1	0.84	0	0	0	0	3e-15	0.974	0	PSSD
Y	85211234	85211606	-	ENSMUSP00000085591.7	0.99	1	0	1	3	1e-30	0.645	3	PSSD
Y	85234678	85235373	-	ENSMUSP00000137027.1	1.00	0	0	0	0	2e-124	0.944	0	PSSD
Y	85235404	85235514	-	ENSMUSP00000141061.1	0.84	0	1	0	0	3e-10	0.816	0	FRAG
Y	85358894	85359265	-	ENSMUSP00000070216.4	0.31	2	18	2	2	1e-08	0.338	0	FRAG
Y	85485235	85486255	-	ENSMUSP00000132488.1	0.49	20	17	6	4	1e-21	0.352	0	FRAG
Y	85558312	85558926	-	ENSMUSP00000129824.1	0.88	2	0	0	1	1e-102	0.946	0	PSSD
Y	85558957	85559070	-	ENSMUSP00000141061.1	0.84	0	0	0	0	3e-15	0.974	0	PSSD
Y	85571794	85572166	-	ENSMUSP00000085591.7	0.99	1	0	1	3	1e-30	0.645	3	PSSD
Y	85595215	85595910	-	ENSMUSP00000137027.1	1.00	0	0	0	0	1e-122	0.927	0	PSSD
Y	85595941	85596051	-	ENSMUSP00000141061.1	0.84	0	1	0	0	3e-10	0.816	0	FRAG
Y	85719222	85719758	-	ENSMUSP00000070216.4	0.38	10	0	2	3	1e-08	0.309	0	FRAG
Y	85845643	85846663	-	ENSMUSP00000132488.1	0.49	20	17	6	4	1e-21	0.352	0	FRAG
Y	85918649	85919263	-	ENSMUSP00000129824.1	0.88	2	0	0	1	1e-102	0.946	0	PSSD
Y	85919294	85919407	-	ENSMUSP00000141061.1	0.84	0	0	0	0	3e-15	0.974	0	PSSD
Y	85932130	85932502	-	ENSMUSP00000085591.7	0.99	1	0	1	3	1e-30	0.645	3	PSSD
Y	85955552	85956247	-	ENSMUSP00000137027.1	1.00	0	0	0	0	1e-122	0.927	0	PSSD
Y	85956278	85956388	-	ENSMUSP00000141061.1	0.84	0	1	0	0	3e-10	0.816	0	FRAG
Y	86055132	86055387	-	ENSMUSP00000036049.6	0.17	1	1	1	2	1e-13	0.442	0	FRAG
Y	86148112	86148807	-	ENSMUSP00000129824.1	1.00	2	0	0	1	9e-115	0.927	0	PSSD
Y	86148838	86148951	-	ENSMUSP00000141061.1	0.84	0	0	0	0	6e-15	0.947	0	PSSD
Y	86161733	86162106	-	ENSMUSP00000085591.7	0.99	2	0	2	4	2e-24	0.645	3	PSSD
Y	86272963	86273460	-	ENSMUSP00000036049.6	0.32	8	0	2	3	1e-08	0.321	0	FRAG
Y	86390993	86392001	-	ENSMUSP00000132488.1	0.49	20	17	6	4	1e-21	0.353	0	FRAG
Y	86462803	86463426	-	ENSMUSP00000129824.1	0.90	2	0	0	1	1e-100	0.918	0	PSSD
Y	86463457	86463570	-	ENSMUSP00000141061.1	0.84	0	0	0	0	3e-15	0.974	0	PSSD
Y	86476215	86476587	-	ENSMUSP00000085591.7	0.99	1	0	1	3	1e-30	0.645	3	PSSD
Y	86499617	86500312	-	ENSMUSP00000137027.1	1.00	0	0	0	0	2e-124	0.935	0	PSSD
Y	86500343	86500453	-	ENSMUSP00000141061.1	0.84	0	1	0	0	3e-10	0.816	0	FRAG
Y	86595626	86595824	-	ENSMUSP00000148511.1	0.18	1	0	1	1	4e-12	0.409	0	FRAG
Y	86688655	86689350	-	ENSMUSP00000129824.1	1.00	2	0	0	2	4e-115	0.935	0	PSSD
Y	86689381	86689494	-	ENSMUSP00000141061.1	0.84	0	0	0	0	2e-15	0.974	0	PSSD
Y	86702251	86702624	-	ENSMUSP00000085591.7	0.99	2	0	2	4	3e-23	0.629	3	PSSD
Y	86725724	86726044	-	ENSMUSP00000136036.1	0.46	0	0	0	1	2e-53	0.935	0	FRAG
Y	86821780	86822263	-	ENSMUSP00000036049.6	0.32	4	0	3	3	1e-09	0.348	0	FRAG
Y	86900797	86901817	-	ENSMUSP00000132488.1	0.49	20	17	6	4	1e-21	0.352	0	FRAG
Y	86975952	86976575	-	ENSMUSP00000129824.1	0.90	2	0	0	1	3e-102	0.923	0	PSSD
Y	86976606	86976719	-	ENSMUSP00000141061.1	0.84	0	0	0	0	3e-15	0.974	0	PSSD
Y	86989351	86989723	-	ENSMUSP00000085591.7	0.99	1	0	1	3	1e-30	0.645	3	PSSD
Y	87012768	87013463	-	ENSMUSP00000137027.1	1.00	0	0	0	0	6e-124	0.940	0	PSSD
Y	87013494	87013604	-	ENSMUSP00000141061.1	0.84	0	1	0	0	3e-10	0.816	0	FRAG
Y	87110137	87110386	-	ENSMUSP00000070216.4	0.18	1	0	1	3	2e-13	0.446	0	FRAG
Y	87203169	87203864	-	ENSMUSP00000129824.1	1.00	2	0	0	1	4e-115	0.931	0	PSSD
Y	87203895	87204008	-	ENSMUSP00000141061.1	0.84	0	0	0	0	2e-14	0.921	0	PSSD
Y	87216660	87217033	-	ENSMUSP00000085591.7	0.99	2	0	2	4	2e-24	0.645	3	PSSD
Y	87240115	87240435	-	ENSMUSP00000136036.1	0.46	0	0	0	2	4e-53	0.935	0	FRAG
Y	87333165	87333401	-	ENSMUSP00000036049.6	0.16	3	0	2	2	3e-10	0.481	0	FRAG
Y	87410355	87410978	-	ENSMUSP00000129824.1	0.90	2	0	0	1	1e-102	0.933	0	PSSD
Y	87411009	87411122	-	ENSMUSP00000141061.1	0.84	0	0	0	0	3e-15	0.974	0	PSSD
Y	87423760	87424132	-	ENSMUSP00000085591.7	0.99	1	0	1	4	2e-30	0.645	3	PSSD
Y	87447169	87447864	-	ENSMUSP00000137027.1	1.00	0	0	0	0	1e-124	0.940	0	PSSD
Y	87447895	87448005	-	ENSMUSP00000141061.1	0.84	0	1	0	0	3e-10	0.816	0	FRAG
Y	87544340	87544544	-	ENSMUSP00000148511.1	0.18	1	0	1	1	4e-12	0.471	0	FRAG
Y	87636006	87636701	-	ENSMUSP00000129824.1	1.00	2	0	0	2	1e-116	0.944	0	PSSD
Y	87636732	87636845	-	ENSMUSP00000141061.1	0.84	0	0	0	0	2e-15	0.974	0	PSSD
Y	87649554	87649927	-	ENSMUSP00000085591.7	0.99	2	0	2	4	2e-24	0.645	3	PSSD
Y	87672938	87673258	-	ENSMUSP00000136036.1	0.46	0	0	0	1	9e-54	0.935	0	FRAG
Y	87765655	87766239	-	ENSMUSP00000070216.4	0.43	5	4	2	3	8e-10	0.322	0	FRAG
Y	87856293	87857732	-	ENSMUSP00000132488.1	0.78	30	83	10	11	6e-22	0.310	0	FRAG
Y	87925208	87925580	-	ENSMUSP00000085591.7	0.99	1	0	1	4	6e-29	0.637	3	PSSD
Y	87948682	87949376	-	ENSMUSP00000137027.1	1.00	1	0	1	0	1e-120	0.944	0	PSSD
Y	87949407	87949517	-	ENSMUSP00000141061.1	0.84	0	1	0	0	3e-10	0.816	0	FRAG
Y	88046650	88046854	-	ENSMUSP00000148511.1	0.18	1	0	1	1	4e-12	0.471	0	FRAG
Y	88140408	88141103	-	ENSMUSP00000129824.1	1.00	2	0	0	1	5e-116	0.935	0	PSSD
Y	88141134	88141247	-	ENSMUSP00000141061.1	0.84	0	0	0	0	6e-15	0.947	0	PSSD
Y	88153884	88154257	-	ENSMUSP00000085591.7	0.99	2	0	2	4	5e-24	0.637	3	PSSD
Y	88177283	88177603	-	ENSMUSP00000136036.1	0.46	0	0	0	1	2e-53	0.935	0	FRAG
Y	88233814	88235253	-	ENSMUSP00000132488.1	0.78	30	83	10	10	2e-21	0.308	0	FRAG
Y	88260288	88260983	-	ENSMUSP00000137027.1	1.00	0	0	0	0	1e-124	0.940	0	PSSD
Y	88261014	88261124	-	ENSMUSP00000141061.1	0.84	0	1	0	0	3e-10	0.816	0	FRAG
Y	88358054	88358269	-	ENSMUSP00000054604.5	0.15	2	0	2	1	5e-08	0.472	0	FRAG
Y	88430969	88431592	-	ENSMUSP00000129824.1	0.90	2	0	0	1	1e-100	0.923	0	PSSD
Y	88431623	88431736	-	ENSMUSP00000141061.1	0.84	0	0	0	0	3e-15	0.974	0	PSSD
Y	88446429	88446801	-	ENSMUSP00000085591.7	0.99	1	0	1	3	1e-29	0.637	3	PSSD
Y	88527956	88528154	-	ENSMUSP00000076964.6	0.16	1	0	1	1	2e-11	0.409	0	FRAG
Y	88621155	88621850	-	ENSMUSP00000129824.1	1.00	2	0	0	2	4e-116	0.944	0	PSSD
Y	88621881	88621994	-	ENSMUSP00000141061.1	0.84	0	0	0	0	8e-15	0.947	0	PSSD
Y	88634693	88635066	-	ENSMUSP00000085591.7	0.99	2	0	2	4	2e-22	0.621	3	PSSD
Y	88659467	88659787	-	ENSMUSP00000136036.1	0.46	0	0	0	1	2e-53	0.935	0	FRAG
Y	88836224	88837663	-	ENSMUSP00000132488.1	0.78	30	83	10	10	2e-21	0.315	0	FRAG
Y	88885926	88886606	-	ENSMUSP00000136243.1	1.00	0	0	0	1	2e-126	0.974	3	PSSD
Y	88915547	88916170	-	ENSMUSP00000129824.1	0.90	2	0	0	1	1e-102	0.933	0	PSSD
Y	88916201	88916314	-	ENSMUSP00000141061.1	0.84	0	0	0	0	3e-15	0.974	0	PSSD
Y	88928965	88929337	-	ENSMUSP00000085591.7	0.99	1	0	1	3	1e-29	0.637	3	PSSD
Y	88952366	88953061	-	ENSMUSP00000137027.1	1.00	0	0	0	0	3e-124	0.940	0	PSSD
Y	88953092	88953202	-	ENSMUSP00000141061.1	0.84	0	1	0	0	3e-09	0.789	0	FRAG
Y	89046101	89046305	-	ENSMUSP00000148511.1	0.18	1	0	1	1	9e-12	0.471	0	FRAG
Y	89144634	89145329	-	ENSMUSP00000129824.1	1.00	2	0	0	2	2e-115	0.940	0	PSSD
Y	89145360	89145473	-	ENSMUSP00000141061.1	0.84	0	0	0	0	2e-15	0.974	0	PSSD
Y	89158154	89158527	-	ENSMUSP00000085591.7	0.99	2	0	2	4	5e-24	0.637	3	PSSD
Y	89181546	89181866	-	ENSMUSP00000136036.1	0.46	0	0	0	2	8e-53	0.925	0	FRAG
Y	89328788	89329468	-	ENSMUSP00000136243.1	1.00	0	0	0	0	3e-124	0.943	3	PSSD
Y	89435229	89436723	-	ENSMUSP00000132488.1	0.81	26	84	6	8	1e-22	0.283	0	FRAG
Y	89473669	89474348	-	ENSMUSP00000136243.1	1.00	1	0	1	0	1e-119	0.960	3	PSSD
Y	89543872	89545434	-	ENSMUSP00000132488.1	0.83	37	85	8	7	6e-27	0.309	0	FRAG
Y	89673859	89674394	-	ENSMUSP00000136284.1	0.98	6	0	3	4	1e-35	0.596	0	PSSD
Y	89674417	89675495	-	ENSMUSP00000125924.1	1.00	3	1	3	4	6e-104	0.632	0	PSSD
Y	89683335	89683792	-	ENSMUSP00000130606.1	0.99	9	10	1	2	1e-31	0.634	0	PSSD
Y	89689736	89690005	-	ENSMUSP00000125924.1	0.25	0	2	0	2	2e-14	0.500	0	FRAG
Y	89698138	89698544	-	ENSMUSP00000136282.1	0.96	1	24	1	2	4e-32	0.650	0	PSSD
Y	89759016	89759381	-	ENSMUSP00000085591.7	0.99	1	3	0	3	4e-32	0.608	3	PSSD
Y	89948196	89948736	-	ENSMUSP00000136321.1	1.00	1	0	1	1	9e-79	0.861	0	PSSD
Y	89948758	89949840	-	ENSMUSP00000136641.1	1.00	2	0	2	0	8e-167	0.884	0	PSSD
Y	90221213	90222710	-	ENSMUSP00000132488.1	0.81	30	85	7	13	7e-19	0.308	0	FRAG
Y	90394330	90394615	-	ENSMUSP00000074475.7	0.17	1	1	1	2	1e-12	0.448	0	FRAG
Y	90455639	90456185	-	ENSMUSP00000136284.1	1.00	7	0	5	5	8e-35	0.608	0	PSSD
Y	90456208	90471730	-	ENSMUSP00000136641.1	0.99	3	2	3	5	3e-71	0.60	0	DUP
Y	90465111	90465556	-	ENSMUSP00000130606.1	0.99	5	10	1	1	2e-31	0.635	0	PSSD
Y	90479831	90480237	-	ENSMUSP00000136282.1	0.96	1	24	1	2	4e-32	0.650	0	PSSD
Y	90502619	90502738	-	ENSMUSP00000136783.1	0.24	0	0	0	0	1e-16	1.000	3	FRAG
Y	90544856	90545228	-	ENSMUSP00000085591.7	0.99	1	0	1	2	2e-32	0.645	3	PSSD
Y	90616136	90616676	-	ENSMUSP00000136284.1	1.00	1	0	1	1	2e-77	0.856	0	PSSD
CHR_MG117_PATCH	108800410	108800547	+	ENSMUSP00000122084.1	0.17	0	0	0	1	3e-17	0.826	0	FRAG
CHR_MG117_PATCH	108805052	108805213	+	ENSMUSP00000082978.3	0.43	0	0	0	1	6e-12	0.685	0	FRAG
CHR_MG117_PATCH	108821688	108821928	+	ENSMUSP00000114278.1	0.57	5	3	1	1	8e-12	0.542	3	FRAG
CHR_MG117_PATCH	108847983	108848084	+	ENSMUSP00000082175.3	0.49	1	0	0	1	2e-08	0.909	0	FRAG
CHR_MG117_PATCH	108862643	108862723	+	ENSMUSP00000114386.1	0.21	0	0	0	0	8e-07	0.926	0	FRAG
CHR_MG117_PATCH	108870082	108870186	+	ENSMUSP00000082175.3	0.51	1	0	0	1	2e-08	0.882	0	FRAG
CHR_MG117_PATCH	108870538	108870648	+	ENSMUSP00000082175.3	0.54	1	0	0	1	4e-08	0.833	0	FRAG
CHR_MG117_PATCH	108879306	108879456	+	ENSMUSP00000114278.1	0.36	1	0	1	0	5e-14	0.800	0	FRAG
CHR_MG117_PATCH	108881247	108881381	+	ENSMUSP00000114278.1	0.32	0	0	0	1	6e-10	0.644	0	FRAG
CHR_MG117_PATCH	108884008	108884172	+	ENSMUSP00000114278.1	0.40	0	0	0	1	6e-18	0.727	3	FRAG
CHR_MG117_PATCH	108884657	108884804	+	ENSMUSP00000114278.1	0.35	1	0	1	0	3e-14	0.776	0	FRAG
CHR_MG117_PATCH	108885168	108885272	+	ENSMUSP00000082175.3	0.51	1	0	0	1	3e-07	0.824	0	FRAG
CHR_MG117_PATCH	108887202	108887404	+	ENSMUSP00000083876.2	0.62	2	0	2	0	8e-07	0.642	0	FRAG
CHR_MG117_PATCH	108889550	108889761	+	ENSMUSP00000073455.5	0.27	9	0	1	1	5e-17	0.700	0	FRAG
CHR_MG117_PATCH	108889949	108890107	+	ENSMUSP00000139241.1	0.75	2	0	0	1	2e-07	0.642	0	FRAG
CHR_MG117_PATCH	108892129	108892278	+	ENSMUSP00000114278.1	0.36	0	0	0	1	4e-07	0.660	3	FRAG
CHR_MG117_PATCH	108893427	108893516	+	ENSMUSP00000114386.1	0.23	0	0	0	0	3e-08	0.900	0	FRAG
CHR_MG117_PATCH	108902614	108902715	+	ENSMUSP00000105567.1	1.00	0	0	0	1	3e-13	0.941	0	PSSD
CHR_MG117_PATCH	108903752	108903892	+	ENSMUSP00000114278.1	0.34	0	0	0	3	7e-10	0.638	0	FRAG
CHR_MG190_MG3751_PATCH	70676877	70676987	+	ENSMUSP00000082175.3	0.54	1	0	0	1	6e-09	0.889	0	FRAG
CHR_MG190_MG3751_PATCH	70680489	70680704	+	ENSMUSP00000114278.1	0.51	2	1	0	2	3e-17	0.616	0	FRAG
CHR_MG190_MG3751_PATCH	70683184	70683285	+	ENSMUSP00000105567.1	1.00	0	0	0	1	5e-11	0.824	0	PSSD
CHR_MG190_MG3751_PATCH	70685711	70685809	+	ENSMUSP00000105567.1	0.97	0	0	0	1	1e-10	0.848	0	PSSD
CHR_MG190_MG3751_PATCH	70686963	70687072	+	ENSMUSP00000114386.1	0.29	1	0	1	0	1e-07	0.757	0	FRAG
CHR_MG190_MG3751_PATCH	70690611	70690706	+	ENSMUSP00000105567.1	0.94	0	0	0	1	7e-10	0.875	3	FRAG
CHR_MG190_MG3751_PATCH	70692621	70692716	+	ENSMUSP00000105567.1	0.91	1	0	0	0	2e-07	0.750	3	FRAG
CHR_MG190_MG3751_PATCH	70694379	70815384	+	ENSMUSP00000073455.5	0.18	1	0	1	0	6e-18	0.94	0	DUP
CHR_MG190_MG3751_PATCH	70694932	70695033	+	ENSMUSP00000105567.1	1.00	0	0	0	1	2e-11	0.882	0	PSSD
CHR_MG190_MG3751_PATCH	70702044	70702139	+	ENSMUSP00000105567.1	0.94	0	0	0	1	4e-09	0.844	0	FRAG
CHR_MG190_MG3751_PATCH	70705760	70705961	+	ENSMUSP00000114278.1	0.47	3	0	1	0	6e-22	0.761	0	FRAG
CHR_MG190_MG3751_PATCH	70706280	70706475	+	ENSMUSP00000082978.3	0.52	1	1	1	0	2e-13	0.803	0	FRAG
CHR_MG190_MG3751_PATCH	70706637	70706860	+	ENSMUSP00000082978.3	0.60	1	1	1	0	6e-14	0.605	0	FRAG
CHR_MG190_MG3751_PATCH	70719019	70719120	+	ENSMUSP00000105567.1	1.00	0	0	0	2	9e-13	0.941	3	PSSD
CHR_MG190_MG3751_PATCH	70722955	70723059	+	ENSMUSP00000082175.3	0.51	1	0	0	2	3e-07	0.853	0	FRAG
CHR_MG190_MG3751_PATCH	70724733	70724873	+	ENSMUSP00000122084.1	0.18	0	0	0	2	8e-13	0.702	3	FRAG
CHR_MG190_MG3751_PATCH	70725626	70725864	+	ENSMUSP00000082175.3	0.97	16	0	1	2	9e-10	0.550	0	FRAG
CHR_MG190_MG3751_PATCH	70734501	70734657	+	ENSMUSP00000114278.1	0.37	1	0	1	0	5e-14	0.769	0	FRAG
CHR_MG190_MG3751_PATCH	70735888	70736037	+	ENSMUSP00000114278.1	0.36	0	0	0	0	9e-16	0.740	0	FRAG
CHR_MG190_MG3751_PATCH	70736320	70736469	+	ENSMUSP00000114278.1	0.36	0	0	0	2	4e-14	0.680	3	FRAG
CHR_MG190_MG3751_PATCH	70736746	70736905	+	ENSMUSP00000114278.1	0.38	1	0	1	1	2e-11	0.698	3	FRAG
CHR_MG190_MG3751_PATCH	70749465	70749566	+	ENSMUSP00000105567.1	1.00	0	0	0	0	4e-10	0.765	0	FRAG
CHR_MG190_MG3751_PATCH	70751775	70751923	+	ENSMUSP00000114278.1	0.36	1	0	1	0	5e-13	0.800	0	FRAG
CHR_MG190_MG3751_PATCH	70765289	70765420	+	ENSMUSP00000082978.3	0.35	0	0	0	0	6e-12	0.795	0	FRAG
CHR_MG190_MG3751_PATCH	70782282	70782386	+	ENSMUSP00000082175.3	0.51	1	0	0	2	3e-08	0.882	0	FRAG
CHR_MG190_MG3751_PATCH	70794984	70795085	+	ENSMUSP00000105567.1	1.00	0	0	0	2	3e-12	0.912	0	PSSD
CHR_MG190_MG3751_PATCH	70799078	70799215	+	ENSMUSP00000122084.1	0.17	0	0	0	1	3e-17	0.870	0	FRAG
CHR_MG190_MG3751_PATCH	70802770	70802919	+	ENSMUSP00000114278.1	0.36	0	0	0	1	3e-16	0.740	0	FRAG
CHR_MG190_MG3751_PATCH	70805245	70805343	+	ENSMUSP00000114710.1	0.13	0	0	0	0	3e-08	0.848	0	FRAG
CHR_MG190_MG3751_PATCH	70807724	70807843	+	ENSMUSP00000121625.1	0.26	0	0	0	1	2e-09	0.700	3	FRAG
CHR_MG190_MG3751_PATCH	70811804	70811938	+	ENSMUSP00000114278.1	0.35	0	4	0	0	1e-13	0.735	3	FRAG
CHR_MG190_MG3751_PATCH	70817975	70818509	+	ENSMUSP00000122084.1	0.17	1	0	0	1	3e-13	0.76	0	DUP
CHR_MG190_MG3751_PATCH	70822532	70822714	+	ENSMUSP00000082978.3	0.50	0	2	0	3	2e-14	0.778	3	FRAG
CHR_MG190_MG3751_PATCH	70828170	70828295	+	ENSMUSP00000139241.1	0.62	0	0	0	0	3e-08	0.714	3	FRAG
CHR_MG190_MG3751_PATCH	70830093	70830275	+	ENSMUSP00000082978.3	0.48	0	0	0	0	1e-13	0.721	3	FRAG
CHR_MG190_MG3751_PATCH	70837873	70838043	-	ENSMUSP00000082978.3	0.47	0	2	0	0	2e-07	0.729	0	FRAG
CHR_MG190_MG3751_PATCH	70838247	70838354	+	ENSMUSP00000082175.3	0.52	1	0	0	1	4e-07	0.857	0	FRAG
CHR_MG190_MG3751_PATCH	70840568	70840708	+	ENSMUSP00000114278.1	0.36	0	3	0	0	2e-11	0.680	0	FRAG
CHR_MG184_PATCH	72297691	72308169	+	ENSMUSP00000073455.5	0.18	1	0	1	1	6e-18	0.86	0	DUP
CHR_MG184_PATCH	72316946	72408701	+	ENSMUSP00000073455.5	0.19	4	0	4	2	8e-19	0.86	3	DUP
CHR_MG184_PATCH	72324708	72324812	+	ENSMUSP00000082175.3	0.51	1	0	0	1	1e-09	0.882	0	FRAG
CHR_MG184_PATCH	72326868	72327014	+	ENSMUSP00000114278.1	0.35	0	0	0	0	1e-18	0.837	0	FRAG
CHR_MG184_PATCH	72330053	72330163	+	ENSMUSP00000114386.1	0.29	0	0	0	2	3e-07	0.757	0	FRAG
CHR_MG184_PATCH	72364198	72384958	+	ENSMUSP00000122084.1	0.15	2	0	2	1	6e-10	0.87	0	FRAG
CHR_MG184_PATCH	72365996	72366106	+	ENSMUSP00000082175.3	0.54	1	0	0	1	3e-08	0.806	0	FRAG
CHR_MG184_PATCH	72375758	72375867	+	ENSMUSP00000105567.1	1.00	4	0	1	1	2e-07	0.784	3	FRAG
CHR_MG184_PATCH	72377563	72377673	+	ENSMUSP00000082175.3	0.54	1	0	0	1	5e-08	0.778	0	FRAG
CHR_MG184_PATCH	72382654	72382828	+	ENSMUSP00000082978.3	0.49	1	4	1	1	4e-13	0.726	0	FRAG
CHR_MG184_PATCH	72386344	72386482	+	ENSMUSP00000139241.1	0.68	1	0	1	0	2e-12	0.826	0	FRAG
CHR_MG184_PATCH	72387119	72387229	+	ENSMUSP00000082175.3	0.54	1	0	0	1	1e-08	0.833	0	FRAG
CHR_MG184_PATCH	72391824	72392030	+	ENSMUSP00000082978.3	0.58	0	4	0	1	4e-14	0.671	0	FRAG
CHR_MG184_PATCH	72392656	72392760	+	ENSMUSP00000082175.3	0.51	1	0	0	1	8e-09	0.882	0	FRAG
CHR_MG184_PATCH	72397506	72397607	+	ENSMUSP00000105567.1	1.00	0	0	0	1	1e-13	0.971	0	PSSD
CHR_MG184_PATCH	72400531	72400644	+	ENSMUSP00000114048.1	0.52	0	0	0	0	1e-07	0.737	0	FRAG
CHR_MG184_PATCH	72402474	72402572	+	ENSMUSP00000105567.1	0.97	0	0	0	1	3e-12	0.909	0	PSSD
CHR_MG184_PATCH	72404676	72404931	+	ENSMUSP00000082978.3	0.65	6	0	2	1	5e-14	0.616	0	FRAG
CHR_MG184_PATCH	72407043	72407207	+	ENSMUSP00000082978.3	0.44	0	0	0	2	3e-12	0.800	0	FRAG
CHR_MG184_PATCH	72409896	72410067	+	ENSMUSP00000082978.3	0.46	1	1	1	1	1e-15	0.759	0	FRAG
CHR_MG184_PATCH	72410416	72410511	+	ENSMUSP00000114386.1	0.25	0	0	0	0	4e-08	0.781	0	FRAG
CHR_MG184_PATCH	72413292	72413441	-	ENSMUSP00000114278.1	0.36	0	0	0	0	6e-14	0.780	0	FRAG
CHR_MG184_PATCH	72421248	72421397	+	ENSMUSP00000082978.3	0.40	0	0	0	2	2e-13	0.760	0	FRAG
CHR_MG184_PATCH	72421568	72421651	+	ENSMUSP00000122818.1	0.19	0	0	0	0	6e-07	0.893	3	FRAG
CHR_MG184_PATCH	72424710	72424850	+	ENSMUSP00000122084.1	0.18	2	3	0	2	1e-09	0.680	0	FRAG
CHR_MG184_PATCH	72442021	72442119	+	ENSMUSP00000082175.3	0.48	1	0	0	1	2e-08	0.969	0	FRAG
CHR_MG184_PATCH	72442741	72442871	+	ENSMUSP00000114386.1	0.34	1	0	1	0	3e-08	0.727	0	FRAG
CHR_MG184_PATCH	72444536	72444646	+	ENSMUSP00000082175.3	0.54	1	0	0	2	6e-07	0.778	0	FRAG
CHR_MG184_PATCH	72445729	72445980	+	ENSMUSP00000082978.3	0.56	14	0	0	1	9e-11	0.655	0	FRAG
CHR_MG184_PATCH	72450065	72450471	+	ENSMUSP00000064226.8	0.22	6	0	1	2	2e-50	0.838	0	FRAG
CHR_MG191_PATCH	90854027	91022193	+	ENSMUSP00000073455.5	0.20	4	0	4	0	5e-17	0.82	0	DUP
CHR_MG191_PATCH	90857928	90858128	+	ENSMUSP00000082978.3	0.56	0	3	0	1	4e-17	0.771	0	FRAG
CHR_MG191_PATCH	90858165	90858314	+	ENSMUSP00000114278.1	0.36	0	0	0	0	9e-16	0.780	3	FRAG
CHR_MG191_PATCH	90858773	90858922	+	ENSMUSP00000114278.1	0.36	0	0	0	1	5e-17	0.820	3	FRAG
CHR_MG191_PATCH	90862558	90862743	+	ENSMUSP00000082978.3	0.50	2	1	2	0	1e-12	0.730	3	FRAG
CHR_MG191_PATCH	90862873	90863482	+	ENSMUSP00000122084.1	0.17	0	0	0	1	4e-17	0.83	0	DUP
CHR_MG191_PATCH	90869421	90869608	+	ENSMUSP00000082978.3	0.50	1	0	1	2	6e-14	0.714	0	FRAG
CHR_MG191_PATCH	90872823	90872975	+	ENSMUSP00000114278.1	0.37	0	0	0	0	2e-13	0.686	3	FRAG
CHR_MG191_PATCH	90888619	90888720	+	ENSMUSP00000105567.1	1.00	0	0	0	0	2e-13	0.941	3	PSSD
CHR_MG191_PATCH	90888798	90888948	+	ENSMUSP00000114278.1	0.36	1	0	1	0	9e-11	0.720	0	FRAG
CHR_MG191_PATCH	90891423	90891494	+	ENSMUSP00000105567.1	0.71	0	0	0	0	9e-08	1.000	0	FRAG
CHR_MG191_PATCH	90892937	90893047	+	ENSMUSP00000082175.3	0.54	1	0	0	1	2e-09	0.806	0	FRAG
CHR_MG191_PATCH	90894325	90894429	+	ENSMUSP00000082175.3	0.51	1	0	0	1	2e-08	0.857	0	FRAG
