#Chromosome	Start	End	StrainID	UniversalID	Strand	EnsemblReferenceID	ParentID	Level	Biotype	Exons
6	17255020	17256794	PGPAHARIT00000003760	PGALLT00000020037	+	PgeneID:NA	ParentID:ENSMUST00000030044	LEVEL_3	DUP	[[17255020,  17255142],  [17256455,  17256544],  [17256681, 17256794]]
14	55537075	55537272	PGPAHARIT00000003763	PGALLT00000020038	-	PgeneID:NA	ParentID:ENSMUST00000205900	LEVEL_3	PSSD	[[55537075, 55537272]]
14	33993645	33993877	PGPAHARIT00000003764	PGALLT00000091931	-	PgeneID:NA	ParentID:ENSMUST00000018719	LEVEL_3	PSSD	[[33993645, 33993877]]
6	24768936	24769421	PGPAHARIT00000003765	PGALLT00000020039	+	PgeneID:NA	ParentID:ENSMUST00000118280	LEVEL_3	PSSD	[[24768936, 24769421]]
3	164088826	164090023	PGPAHARIT00000003766	PGALLT00000098805	-	PgeneID:NA	ParentID:ENSMUST00000164233	LEVEL_3	DUP	[[164088826,  164089366],  [164089459, 164090023]]
19	29293876	29294221	PGPAHARIT00000003769	PGALLT00000020041	-	PgeneID:NA	ParentID:ENSMUST00000082134	LEVEL_3	PSSD	[[29293876, 29294221]]
11	7009	11308	PGPAHARIT00000003770	PGALLT00000020042	-	PgeneID:NA	ParentID:ENSMUST00000137496	LEVEL_3	PSSD	[[7009, 11308]]
15	19827274	19827941	PGPAHARIT00000003771	PGALLT00000020043	-	PgeneID:NA	ParentID:ENSMUST00000170303	LEVEL_3	PSSD	[[19827274, 19827941]]
20	4136781	4137306	PGPAHARIT00000003772	PGALLT00000078634	-	PgeneID:NA	ParentID:ENSMUST00000174609	LEVEL_3	PSSD	[[4136781, 4137306]]
21	24029069	24029501	PGPAHARIT00000003774	PGALLT00000020044	-	PgeneID:NA	ParentID:ENSMUST00000134425	LEVEL_3	PSSD	[[24029069, 24029501]]
6	23952373	23954112	PGPAHARIT00000003775	PGALLT00000020045	-	PgeneID:NA	ParentID:ENSMUST00000065515	LEVEL_3	PSSD	[[23952373, 23954112]]
1	73523470	73524417	PGPAHARIT00000003777	PGALLT00000020046	+	PgeneID:NA	ParentID:ENSMUST00000098219	LEVEL_3	PSSD	[[73523470, 73524417]]
20	45830665	45834108	PGPAHARIT00000003778	PGALLT00000093618	-	PgeneID:NA	ParentID:ENSMUST00000142535	LEVEL_3	PSSD	[[45830665, 45834108]]
7	4140246	4143781	PGPAHARIT00000003779	PGALLT00000020047	-	PgeneID:NA	ParentID:ENSMUST00000001562	LEVEL_3	PSSD	[[4140246, 4143781]]
22	11103877	11110899	PGPAHARIT00000003781	PGALLT00000020048	+	PgeneID:NA	ParentID:ENSMUST00000034982	LEVEL_3	PSSD	[[11103877, 11110899]]
1	108908264	108909661	PGPAHARIT00000003782	PGALLT00000089602	-	PgeneID:NA	ParentID:ENSMUST00000177005	LEVEL_3	PSSD	[[108908264, 108909661]]
14	88761623	88762393	PGPAHARIT00000003784	PGALLT00000075363	+	PgeneID:NA	ParentID:ENSMUST00000086519	LEVEL_3	PSSD	[[88761623, 88762393]]
23	32370979	32371680	PGPAHARIT00000003785	PGALLT00000020050	+	PgeneID:NA	ParentID:ENSMUST00000118875	LEVEL_3	PSSD	[[32370979, 32371680]]
6	62454417	62455576	PGPAHARIT00000003786	PGALLT00000020051	-	PgeneID:NA	ParentID:ENSMUST00000111964	LEVEL_3	PSSD	[[62454417, 62455576]]
7	76118705	76120014	PGPAHARIT00000003788	PGALLT00000082793	-	PgeneID:NA	ParentID:ENSMUST00000079716	LEVEL_3	PSSD	[[76118705, 76120014]]
18	8784351	8784721	PGPAHARIT00000003790	PGALLT00000096835	-	PgeneID:NA	ParentID:ENSMUST00000073926	LEVEL_3	PSSD	[[8784351, 8784721]]
15	41269963	41270361	PGPAHARIT00000003792	PGALLT00000020052	+	PgeneID:NA	ParentID:ENSMUST00000178855	LEVEL_3	PSSD	[[41269963, 41270361]]
14	77305080	77306784	PGPAHARIT00000003793	PGALLT00000020053	-	PgeneID:NA	ParentID:ENSMUST00000042235	LEVEL_3	PSSD	[[77305080, 77306784]]
10	15007227	15007755	PGPAHARIT00000003796	PGALLT00000020055	+	PgeneID:NA	ParentID:ENSMUST00000085393	LEVEL_3	PSSD	[[15007227, 15007755]]
3	129363971	129364630	PGPAHARIT00000003799	PGALLT00000075364	+	PgeneID:NA	ParentID:ENSMUST00000027626	LEVEL_3	PSSD	[[129363971, 129364630]]
2	106589402	106589794	PGPAHARIT00000003802	PGALLT00000094435	-	PgeneID:NA	ParentID:ENSMUST00000080813	LEVEL_3	PSSD	[[106589402, 106589794]]
3	130998375	130998676	PGPAHARIT00000003803	PGALLT00000020056	+	PgeneID:NA	ParentID:ENSMUST00000035105	LEVEL_3	PSSD	[[130998375, 130998676]]
8	9831354	9832892	PGPAHARIT00000003808	PGALLT00000020057	+	PgeneID:NA	ParentID:jg17359.t1	LEVEL_3	PSSD	[[9831354, 9832892]]
19	55988178	55989215	PGPAHARIT00000003810	PGALLT00000076600	+	PgeneID:NA	ParentID:ENSMUST00000025453	LEVEL_3	PSSD	[[55988178, 55989215]]
18	13687421	13687788	PGPAHARIT00000003812	PGALLT00000020059	-	PgeneID:NA	ParentID:ENSMUST00000180159	LEVEL_3	PSSD	[[13687421, 13687788]]
1	116084541	116085029	PGPAHARIT00000003813	PGALLT00000098643	+	PgeneID:NA	ParentID:ENSMUST00000074267	LEVEL_3	PSSD	[[116084541, 116085029]]
17	29128355	29128766	PGPAHARIT00000003815	PGALLT00000020060	-	PgeneID:NA	ParentID:ENSMUST00000194746	LEVEL_3	PSSD	[[29128355, 29128766]]
11	76996606	76997765	PGPAHARIT00000003818	PGALLT00000020061	-	PgeneID:NA	ParentID:ENSMUST00000012873	LEVEL_3	DUP	[[76996606,  76997291],  [76997265, 76997765]]
12	47558084	47558641	PGPAHARIT00000003819	PGALLT00000076667	-	PgeneID:NA	ParentID:ENSMUST00000102898	LEVEL_3	PSSD	[[47558084, 47558641]]
X	10649793	10651509	PGPAHARIT00000003820	PGALLT00000020062	+	PgeneID:NA	ParentID:ENSMUST00000115637	LEVEL_3	PSSD	[[10649793, 10651509]]
12	23215449	23217478	PGPAHARIT00000003821	PGALLT00000020063	-	PgeneID:NA	ParentID:ENSMUST00000029147	LEVEL_3	PSSD	[[23215449, 23217478]]
3	72020029	72020937	PGPAHARIT00000003822	PGALLT00000099952	-	PgeneID:NA	ParentID:ENSMUST00000111576	LEVEL_3	PSSD	[[72020029, 72020937]]
5	81183222	81183884	PGPAHARIT00000003825	PGALLT00000020064	+	PgeneID:NA	ParentID:ENSMUST00000048209	LEVEL_3	PSSD	[[81183222, 81183884]]
14	1737493	1737892	PGPAHARIT00000003826	PGALLT00000020065	-	PgeneID:NA	ParentID:ENSMUST00000155638	LEVEL_3	PSSD	[[1737493, 1737892]]
18	4158248	4159279	PGPAHARIT00000003829	PGALLT00000020066	-	PgeneID:NA	ParentID:ENSMUST00000031341	LEVEL_3	PSSD	[[4158248, 4159279]]
4	68623526	68626028	PGPAHARIT00000003830	PGALLT00000020067	+	PgeneID:NA	ParentID:ENSMUST00000027384	LEVEL_3	PSSD	[[68623526, 68626028]]
5	46904828	46905291	PGPAHARIT00000003832	PGALLT00000084503	+	PgeneID:NA	ParentID:ENSMUST00000027256	LEVEL_3	PSSD	[[46904828, 46905291]]
9	64691228	64692528	PGPAHARIT00000003833	PGALLT00000095816	-	PgeneID:NA	ParentID:ENSMUST00000085546	LEVEL_3	PSSD	[[64691228, 64692528]]
4	105416214	105416956	PGPAHARIT00000003836	PGALLT00000020069	-	PgeneID:NA	ParentID:ENSMUST00000170202	LEVEL_3	PSSD	[[105416214, 105416956]]
5	49547822	49549355	PGPAHARIT00000003837	PGALLT00000020070	+	PgeneID:NA	ParentID:ENSMUST00000026495	LEVEL_3	DUP	[[49547822,  49548133],  [49548236, 49549355]]
18	476944	478297	PGPAHARIT00000003840	PGALLT00000020072	-	PgeneID:NA	ParentID:ENSMUST00000101375	LEVEL_3	PSSD	[[476944, 478297]]
13	76179965	76181032	PGPAHARIT00000003841	PGALLT00000020073	+	PgeneID:NA	ParentID:ENSMUST00000110947	LEVEL_3	PSSD	[[76179965, 76181032]]
7	28966788	28967414	PGPAHARIT00000003843	PGALLT00000078725	-	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[28966788, 28967414]]
18	46314258	46315014	PGPAHARIT00000003844	PGALLT00000091671	+	PgeneID:NA	ParentID:ENSMUST00000079716	LEVEL_3	PSSD	[[46314258, 46315014]]
5	39350328	39350766	PGPAHARIT00000003845	PGALLT00000020075	+	PgeneID:NA	ParentID:ENSMUST00000182633	LEVEL_3	PSSD	[[39350328, 39350766]]
16	58769468	58771611	PGPAHARIT00000003846	PGALLT00000020076	-	PgeneID:NA	ParentID:ENSMUST00000130645	LEVEL_3	PSSD	[[58769468, 58771611]]
2	131283673	131284203	PGPAHARIT00000003847	PGALLT00000020077	-	PgeneID:NA	ParentID:ENSMUST00000102483	LEVEL_3	PSSD	[[131283673, 131284203]]
23	10658743	10662804	PGPAHARIT00000003850	PGALLT00000020078	-	PgeneID:NA	ParentID:ENSMUST00000057814	LEVEL_3	DUP	[[10658743,  10658910],  [10659551,  10659763],  [10662551, 10662804]]
1	138105361	138105719	PGPAHARIT00000003852	PGALLT00000085768	+	PgeneID:NA	ParentID:ENSMUST00000080492	LEVEL_3	PSSD	[[138105361, 138105719]]
22	17054452	17055731	PGPAHARIT00000003856	PGALLT00000020080	-	PgeneID:NA	ParentID:ENSMUST00000148665	LEVEL_3	PSSD	[[17054452, 17055731]]
20	9822917	9824018	PGPAHARIT00000003857	PGALLT00000020081	-	PgeneID:NA	ParentID:ENSMUST00000096045	LEVEL_3	PSSD	[[9822917, 9824018]]
20	19813959	19814487	PGPAHARIT00000003859	PGALLT00000088739	+	PgeneID:NA	ParentID:ENSMUST00000035983	LEVEL_3	PSSD	[[19813959, 19814487]]
X	51680351	51683406	PGPAHARIT00000003861	PGALLT00000020082	+	PgeneID:NA	ParentID:ENSMUST00000021680	LEVEL_3	PSSD	[[51680351, 51683406]]
7	113172026	113172312	PGPAHARIT00000003862	PGALLT00000020083	+	PgeneID:NA	ParentID:ENSMUST00000082223	LEVEL_3	PSSD	[[113172026, 113172312]]
17	2720407	2722041	PGPAHARIT00000003866	PGALLT00000078540	+	PgeneID:NA	ParentID:ENSMUST00000034831	LEVEL_3	PSSD	[[2720407, 2722041]]
20	16569900	16570143	PGPAHARIT00000003868	PGALLT00000020085	-	PgeneID:NA	ParentID:ENSMUST00000032998	LEVEL_3	PSSD	[[16569900, 16570143]]
1	118720488	118721247	PGPAHARIT00000003869	PGALLT00000098693	-	PgeneID:NA	ParentID:ENSMUST00000200409	LEVEL_3	PSSD	[[118720488, 118721247]]
13	88275987	88278668	PGPAHARIT00000003870	PGALLT00000020086	-	PgeneID:NA	ParentID:ENSMUST00000044598	LEVEL_3	PSSD	[[88275987, 88278668]]
16	27237282	27237925	PGPAHARIT00000003871	PGALLT00000020087	+	PgeneID:NA	ParentID:ENSMUST00000102874	LEVEL_3	PSSD	[[27237282, 27237925]]
20	17196854	17197274	PGPAHARIT00000003872	PGALLT00000101353	+	PgeneID:NA	ParentID:ENSMUST00000026420	LEVEL_3	PSSD	[[17196854, 17197274]]
22	19770105	19771361	PGPAHARIT00000003873	PGALLT00000020088	-	PgeneID:NA	ParentID:ENSMUST00000118875	LEVEL_3	PSSD	[[19770105, 19771361]]
12	16902675	16903532	PGPAHARIT00000003874	PGALLT00000020089	-	PgeneID:NA	ParentID:ENSMUST00000102898	LEVEL_3	PSSD	[[16902675, 16903532]]
9	11294041	11294840	PGPAHARIT00000003875	PGALLT00000085163	-	PgeneID:NA	ParentID:ENSMUST00000061938	LEVEL_3	PSSD	[[11294041, 11294840]]
5	11986517	11987500	PGPAHARIT00000003876	PGALLT00000101780	-	PgeneID:NA	ParentID:ENSMUST00000026125	LEVEL_3	PSSD	[[11986517, 11987500]]
3	3189783	3190151	PGPAHARIT00000003879	PGALLT00000075365	-	PgeneID:NA	ParentID:ENSMUST00000003521	LEVEL_3	PSSD	[[3189783, 3190151]]
11	24539080	24540158	PGPAHARIT00000003881	PGALLT00000090394	+	PgeneID:NA	ParentID:ENSMUST00000188641	LEVEL_3	PSSD	[[24539080, 24540158]]
X	107107295	107109560	PGPAHARIT00000003882	PGALLT00000020090	+	PgeneID:NA	ParentID:ENSMUST00000184120	LEVEL_3	PSSD	[[107107295, 107109560]]
3	63663647	63665353	PGPAHARIT00000003883	PGALLT00000101698	-	PgeneID:NA	ParentID:ENSMUST00000112529	LEVEL_3	PSSD	[[63663647, 63665353]]
16	27485503	27485880	PGPAHARIT00000003887	PGALLT00000020092	-	PgeneID:NA	ParentID:ENSMUST00000078267	LEVEL_3	PSSD	[[27485503, 27485880]]
2	22287731	22288867	PGPAHARIT00000003888	PGALLT00000077789	-	PgeneID:NA	ParentID:ENSMUST00000056732	LEVEL_3	PSSD	[[22287731, 22288867]]
6	64380116	64381243	PGPAHARIT00000003889	PGALLT00000100443	-	PgeneID:NA	ParentID:ENSMUST00000019987	LEVEL_3	PSSD	[[64380116, 64381243]]
20	6804326	6805020	PGPAHARIT00000003892	PGALLT00000020093	-	PgeneID:NA	ParentID:ENSMUST00000001757	LEVEL_3	PSSD	[[6804326, 6805020]]
2	42227117	42227558	PGPAHARIT00000003893	PGALLT00000101350	+	PgeneID:NA	ParentID:ENSMUST00000081840	LEVEL_3	PSSD	[[42227117, 42227558]]
15	51307431	51311653	PGPAHARIT00000003899	PGALLT00000088359	+	PgeneID:NA	ParentID:ENSMUST00000160664	LEVEL_3	DUP	[[51307431,  51308190],  [51308623,  51308998],  [51309225,  51309640],  [51310123,  51310540],  [51311292, 51311653]]
22	4686430	4686852	PGPAHARIT00000003900	PGALLT00000020094	-	PgeneID:NA	ParentID:ENSMUST00000118875	LEVEL_3	PSSD	[[4686430, 4686852]]
13	53051720	53054066	PGPAHARIT00000003903	PGALLT00000091279	+	PgeneID:NA	ParentID:ENSMUST00000004327	LEVEL_3	PSSD	[[53051720, 53054066]]
3	110861639	110863706	PGPAHARIT00000003904	PGALLT00000020096	+	PgeneID:NA	ParentID:ENSMUST00000163473	LEVEL_3	PSSD	[[110861639, 110863706]]
21	30268286	30268530	PGPAHARIT00000003906	PGALLT00000020097	-	PgeneID:NA	ParentID:ENSMUST00000200340	LEVEL_3	PSSD	[[30268286, 30268530]]
18	31899973	31900716	PGPAHARIT00000003908	PGALLT00000089929	-	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[31899973, 31900716]]
12	20776709	20778928	PGPAHARIT00000003909	PGALLT00000080762	-	PgeneID:NA	ParentID:ENSMUST00000113202	LEVEL_3	PSSD	[[20776709, 20778928]]
22	4290510	4291021	PGPAHARIT00000003915	PGALLT00000020098	-	PgeneID:NA	ParentID:ENSMUST00000143107	LEVEL_3	PSSD	[[4290510, 4291021]]
18	20740746	20743480	PGPAHARIT00000003917	PGALLT00000020099	+	PgeneID:NA	ParentID:ENSMUST00000156700	LEVEL_3	PSSD	[[20740746, 20743480]]
3	103758606	103758826	PGPAHARIT00000003918	PGALLT00000020100	+	PgeneID:NA	ParentID:ENSMUST00000044355	LEVEL_3	PSSD	[[103758606, 103758826]]
5	58205112	58205373	PGPAHARIT00000003919	PGALLT00000020101	-	PgeneID:NA	ParentID:ENSMUST00000111231	LEVEL_3	PSSD	[[58205112, 58205373]]
9	49442000	49442791	PGPAHARIT00000003920	PGALLT00000075366	-	PgeneID:NA	ParentID:ENSMUST00000145470	LEVEL_3	PSSD	[[49442000, 49442791]]
6	49257617	49258299	PGPAHARIT00000003921	PGALLT00000020102	-	PgeneID:NA	ParentID:ENSMUST00000127874	LEVEL_3	PSSD	[[49257617, 49258299]]
X	125073652	125074690	PGPAHARIT00000003923	PGALLT00000020103	+	PgeneID:NA	ParentID:jg6096.t1	LEVEL_3	PSSD	[[125073652, 125074690]]
15	60066186	60066729	PGPAHARIT00000003925	PGALLT00000020104	+	PgeneID:NA	ParentID:ENSMUST00000003521	LEVEL_3	PSSD	[[60066186, 60066729]]
8	88829165	88829576	PGPAHARIT00000003927	PGALLT00000075367	+	PgeneID:NA	ParentID:ENSMUST00000109333	LEVEL_3	PSSD	[[88829165, 88829576]]
10	57171509	57173269	PGPAHARIT00000003928	PGALLT00000020105	+	PgeneID:NA	ParentID:ENSMUST00000111610	LEVEL_3	PSSD	[[57171509, 57173269]]
X	84937986	84938959	PGPAHARIT00000003933	PGALLT00000020108	-	PgeneID:NA	ParentID:ENSMUST00000073456	LEVEL_3	PSSD	[[84937986, 84938959]]
13	34475987	34476898	PGPAHARIT00000003936	PGALLT00000020110	-	PgeneID:NA	ParentID:ENSMUST00000150576	LEVEL_3	PSSD	[[34475987, 34476898]]
scaffold_9611	29659	30651	PGPAHARIT00000003941	PGALLT00000020112	+	PgeneID:NA	ParentID:ENSMUST00000060780	LEVEL_3	PSSD	[[29659, 30651]]
10	33990761	33991414	PGPAHARIT00000003942	PGALLT00000020113	-	PgeneID:NA	ParentID:ENSMUST00000074211	LEVEL_3	PSSD	[[33990761, 33991414]]
1	141386162	141389280	PGPAHARIT00000003943	PGALLT00000087470	-	PgeneID:NA	ParentID:ENSMUST00000032898	LEVEL_3	PSSD	[[141386162, 141389280]]
2	71661055	71661594	PGPAHARIT00000003944	PGALLT00000020114	+	PgeneID:NA	ParentID:ENSMUST00000176295	LEVEL_3	PSSD	[[71661055, 71661594]]
X	6626649	6627428	PGPAHARIT00000003946	PGALLT00000020115	-	PgeneID:NA	ParentID:ENSMUST00000106112	LEVEL_3	PSSD	[[6626649, 6627428]]
2	10647119	10648288	PGPAHARIT00000003947	PGALLT00000101751	-	PgeneID:NA	ParentID:ENSMUST00000001818	LEVEL_3	PSSD	[[10647119, 10648288]]
12	72400235	72402714	PGPAHARIT00000003948	PGALLT00000101729	+	PgeneID:NA	ParentID:ENSMUST00000034834	LEVEL_3	PSSD	[[72400235, 72402714]]
16	24201383	24201890	PGPAHARIT00000003949	PGALLT00000085018	+	PgeneID:NA	ParentID:ENSMUST00000035983	LEVEL_3	PSSD	[[24201383, 24201890]]
18	20877244	20878641	PGPAHARIT00000003950	PGALLT00000020116	+	PgeneID:NA	ParentID:ENSMUST00000171433	LEVEL_3	PSSD	[[20877244, 20878641]]
21	22805892	22806391	PGPAHARIT00000003951	PGALLT00000020117	+	PgeneID:NA	ParentID:ENSMUST00000068408	LEVEL_3	PSSD	[[22805892, 22806391]]
17	21889136	21889621	PGPAHARIT00000003954	PGALLT00000101637	+	PgeneID:NA	ParentID:ENSMUST00000029515	LEVEL_3	PSSD	[[21889136, 21889621]]
8	92778320	92779154	PGPAHARIT00000003955	PGALLT00000084279	+	PgeneID:NA	ParentID:ENSMUST00000102898	LEVEL_3	PSSD	[[92778320, 92779154]]
4	123806168	123807066	PGPAHARIT00000003956	PGALLT00000098897	+	PgeneID:NA	ParentID:ENSMUST00000025425	LEVEL_3	PSSD	[[123806168, 123807066]]
19	31952167	31952920	PGPAHARIT00000003957	PGALLT00000020118	-	PgeneID:NA	ParentID:ENSMUST00000153892	LEVEL_3	PSSD	[[31952167, 31952920]]
9	38103002	38103565	PGPAHARIT00000003958	PGALLT00000079883	+	PgeneID:NA	ParentID:ENSMUST00000125184	LEVEL_3	PSSD	[[38103002, 38103565]]
21	11322565	11323231	PGPAHARIT00000003959	PGALLT00000100951	-	PgeneID:NA	ParentID:ENSMUST00000090192	LEVEL_3	PSSD	[[11322565, 11323231]]
21	29280530	29280808	PGPAHARIT00000003962	PGALLT00000020119	-	PgeneID:NA	ParentID:ENSMUST00000026420	LEVEL_3	PSSD	[[29280530, 29280808]]
7	95655147	95656091	PGPAHARIT00000003964	PGALLT00000075368	+	PgeneID:NA	ParentID:ENSMUST00000025515	LEVEL_3	PSSD	[[95655147, 95656091]]
4	61760223	61760485	PGPAHARIT00000003969	PGALLT00000079298	-	PgeneID:NA	ParentID:ENSMUST00000078804	LEVEL_3	PSSD	[[61760223, 61760485]]
17	9054951	9055719	PGPAHARIT00000003970	PGALLT00000095808	-	PgeneID:NA	ParentID:ENSMUST00000082223	LEVEL_3	PSSD	[[9054951, 9055719]]
12	52642586	52643500	PGPAHARIT00000003971	PGALLT00000078748	+	PgeneID:NA	ParentID:ENSMUST00000072517	LEVEL_3	PSSD	[[52642586, 52643500]]
5	129667507	129667931	PGPAHARIT00000003972	PGALLT00000020121	+	PgeneID:NA	ParentID:jg6128.t1	LEVEL_3	PSSD	[[129667507, 129667931]]
1	99826870	99827320	PGPAHARIT00000003976	PGALLT00000097099	+	PgeneID:NA	ParentID:ENSMUST00000001162	LEVEL_3	PSSD	[[99826870, 99827320]]
scaffold_10879	222	644	PGPAHARIT00000003977	PGALLT00000020122	-	PgeneID:NA	ParentID:ENSMUST00000153566	LEVEL_3	DUP	[[222,  440],  [555, 644]]
17	51942941	51943380	PGPAHARIT00000003978	PGALLT00000020123	+	PgeneID:NA	ParentID:ENSMUST00000159789	LEVEL_3	PSSD	[[51942941, 51943380]]
10	30085583	30087217	PGPAHARIT00000003984	PGALLT00000078820	+	PgeneID:NA	ParentID:ENSMUST00000146571	LEVEL_3	PSSD	[[30085583, 30087217]]
21	31941220	31942956	PGPAHARIT00000003985	PGALLT00000020125	+	PgeneID:NA	ParentID:jg16434.t1	LEVEL_3	PSSD	[[31941220, 31942956]]
21	54579116	54580894	PGPAHARIT00000003986	PGALLT00000020126	+	PgeneID:NA	ParentID:ENSMUST00000000793	LEVEL_3	PSSD	[[54579116, 54580894]]
4	43549312	43550004	PGPAHARIT00000003989	PGALLT00000082500	+	PgeneID:NA	ParentID:ENSMUST00000088246	LEVEL_3	PSSD	[[43549312, 43550004]]
4	80439045	80439820	PGPAHARIT00000003991	PGALLT00000020127	-	PgeneID:NA	ParentID:ENSMUST00000148150	LEVEL_3	PSSD	[[80439045, 80439820]]
9	11863255	11864182	PGPAHARIT00000003992	PGALLT00000020128	+	PgeneID:NA	ParentID:ENSMUST00000025811	LEVEL_3	PSSD	[[11863255, 11864182]]
8	100002819	100005392	PGPAHARIT00000003993	PGALLT00000101699	-	PgeneID:NA	ParentID:ENSMUST00000105853	LEVEL_3	PSSD	[[100002819, 100005392]]
X	1523387	1524229	PGPAHARIT00000003995	PGALLT00000020130	-	PgeneID:NA	ParentID:ENSMUST00000118875	LEVEL_3	PSSD	[[1523387, 1524229]]
17	8097489	8098602	PGPAHARIT00000003996	PGALLT00000020131	-	PgeneID:NA	ParentID:ENSMUST00000200005	LEVEL_3	PSSD	[[8097489, 8098602]]
21	26380088	26381853	PGPAHARIT00000003997	PGALLT00000020132	-	PgeneID:NA	ParentID:ENSMUST00000048209	LEVEL_3	PSSD	[[26380088, 26381853]]
8	7423249	7423414	PGPAHARIT00000003998	PGALLT00000100664	-	PgeneID:NA	ParentID:ENSMUST00000037649	LEVEL_3	PSSD	[[7423249, 7423414]]
3	142664262	142665176	PGPAHARIT00000004001	PGALLT00000020134	+	PgeneID:NA	ParentID:ENSMUST00000001757	LEVEL_3	PSSD	[[142664262, 142665176]]
3	113986656	113987029	PGPAHARIT00000004003	PGALLT00000088066	-	PgeneID:NA	ParentID:ENSMUST00000094460	LEVEL_3	PSSD	[[113986656, 113987029]]
1	23539085	23541728	PGPAHARIT00000004004	PGALLT00000101774	-	PgeneID:NA	ParentID:ENSMUST00000052135	LEVEL_3	PSSD	[[23539085, 23541728]]
1	76538317	76539264	PGPAHARIT00000004005	PGALLT00000078755	+	PgeneID:NA	ParentID:ENSMUST00000098139	LEVEL_3	PSSD	[[76538317, 76539264]]
scaffold_5003[0:120323]	70714	71830	PGPAHARIT00000004006	PGALLT00000020136	+	PgeneID:NA	ParentID:ENSMUST00000032551	LEVEL_3	PSSD	[[70714, 71830]]
4	12525536	12526738	PGPAHARIT00000004008	PGALLT00000078551	-	PgeneID:NA	ParentID:ENSMUST00000161308	LEVEL_3	PSSD	[[12525536, 12526738]]
12	58553794	58554621	PGPAHARIT00000004009	PGALLT00000091019	+	PgeneID:NA	ParentID:ENSMUST00000085546	LEVEL_3	PSSD	[[58553794, 58554621]]
X	104411566	104412200	PGPAHARIT00000004010	PGALLT00000089377	-	PgeneID:NA	ParentID:ENSMUST00000070481	LEVEL_3	PSSD	[[104411566, 104412200]]
8	52290683	52291751	PGPAHARIT00000004012	PGALLT00000085038	-	PgeneID:NA	ParentID:ENSMUST00000022960	LEVEL_3	PSSD	[[52290683, 52291751]]
10	66017851	66018560	PGPAHARIT00000004013	PGALLT00000084583	+	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[66017851, 66018560]]
8	100531366	100532259	PGPAHARIT00000004014	PGALLT00000020137	+	PgeneID:NA	ParentID:ENSMUST00000005051	LEVEL_3	DUP	[[100531366,  100531845],  [100531954, 100532259]]
8	46064454	46064796	PGPAHARIT00000004015	PGALLT00000082934	-	PgeneID:NA	ParentID:ENSMUST00000181027	LEVEL_3	PSSD	[[46064454, 46064796]]
X	10933201	10934626	PGPAHARIT00000004016	PGALLT00000078296	+	PgeneID:NA	ParentID:ENSMUST00000079644	LEVEL_3	PSSD	[[10933201, 10934626]]
5	55493799	55496003	PGPAHARIT00000004017	PGALLT00000020138	+	PgeneID:NA	ParentID:jg7530.t2	LEVEL_3	PSSD	[[55493799, 55496003]]
14	19824862	19825346	PGPAHARIT00000004018	PGALLT00000085114	-	PgeneID:NA	ParentID:ENSMUST00000116495	LEVEL_3	PSSD	[[19824862, 19825346]]
22	48099993	48100807	PGPAHARIT00000004019	PGALLT00000020139	-	PgeneID:NA	ParentID:ENSMUST00000102898	LEVEL_3	PSSD	[[48099993, 48100807]]
X	531907	532198	PGPAHARIT00000004024	PGALLT00000020141	+	PgeneID:NA	ParentID:ENSMUST00000109642	LEVEL_3	PSSD	[[531907, 532198]]
19	69181447	69181615	PGPAHARIT00000004025	PGALLT00000077655	-	PgeneID:NA	ParentID:ENSMUST00000102845	LEVEL_3	PSSD	[[69181447, 69181615]]
2	10726799	10727224	PGPAHARIT00000004027	PGALLT00000020142	-	PgeneID:NA	ParentID:ENSMUST00000027256	LEVEL_3	PSSD	[[10726799, 10727224]]
17	22664068	22664927	PGPAHARIT00000004028	PGALLT00000020143	-	PgeneID:NA	ParentID:ENSMUST00000025893	LEVEL_3	PSSD	[[22664068, 22664927]]
1	68828818	68829622	PGPAHARIT00000004029	PGALLT00000020144	-	PgeneID:NA	ParentID:ENSMUST00000149566	LEVEL_3	PSSD	[[68828818, 68829622]]
14	22959652	22960198	PGPAHARIT00000004034	PGALLT00000020148	+	PgeneID:NA	ParentID:ENSMUST00000003521	LEVEL_3	PSSD	[[22959652, 22960198]]
8	12469243	12470273	PGPAHARIT00000004035	PGALLT00000101238	-	PgeneID:NA	ParentID:ENSMUST00000161308	LEVEL_3	PSSD	[[12469243, 12470273]]
7	58671284	58672091	PGPAHARIT00000004036	PGALLT00000020149	-	PgeneID:NA	ParentID:ENSMUST00000102553	LEVEL_3	PSSD	[[58671284, 58672091]]
9	47304075	47305127	PGPAHARIT00000004038	PGALLT00000078703	+	PgeneID:NA	ParentID:ENSMUST00000037071	LEVEL_3	PSSD	[[47304075, 47305127]]
15	80874572	80875967	PGPAHARIT00000004039	PGALLT00000101801	-	PgeneID:NA	ParentID:ENSMUST00000085546	LEVEL_3	PSSD	[[80874572, 80875967]]
16	6425262	6425554	PGPAHARIT00000004042	PGALLT00000020150	-	PgeneID:NA	ParentID:ENSMUST00000172132	LEVEL_3	PSSD	[[6425262, 6425554]]
